  cluster  E_norm [Eh]  De [kcal]    p
     1   -142.303572     0.0000   0.3721
     2   -142.303240     0.2083   0.2618
     3   -142.303060     0.3211   0.2164
     4   -142.301460     1.3253   0.0397
     5   -142.301238     1.4644   0.0314
     6   -142.300556     1.8926   0.0153
     7   -142.300510     1.9212   0.0145
     8   -142.300477     1.9423   0.0140
     9   -142.300278     2.0669   0.0114
     10  -142.299789     2.3740   0.0068
     11  -142.299459     2.5809   0.0048
     12  -142.299059     2.8322   0.0031
     13  -142.298559     3.1455   0.0018
     14  -142.298449     3.2148   0.0016
     15  -142.298307     3.3035   0.0014
     16  -142.298211     3.3638   0.0013
     17  -142.297769     3.6414   0.0008
     18  -142.297711     3.6776   0.0007
     19  -142.297427     3.8561   0.0006
     20  -142.297320     3.9231   0.0005

Ensemble free energy [Eh]:     -142.3045054960
