   #   Energy       Run. Aver.   Diff / au.
    1 -424.72936716  -0.67684926  -0.67684926
    2 -381.48660564  -0.98081803  -0.30396877
    3 -369.64219521  -0.95155570   0.02926233
    4 -367.73480036  -0.85285685   0.09869885
    5 -375.45050799  -0.78220939   0.07064746
    6 -376.47908576  -0.74005951   0.04214988
    7 -382.50765060  -0.71539598   0.02466353
    8 -381.80263897  -0.69894369   0.01645229
    9 -382.89019484  -0.68725239   0.01169130
   10 -383.15541321  -0.67841772   0.00883467
   11 -380.13182875  -0.67101100   0.00740671
   12 -377.14548672  -0.66456115   0.00644985
   13 -383.27044025  -0.65992802   0.00463313
   14 -386.40181925  -0.65644297   0.00348505
   15 -389.31763296  -0.65380891   0.00263406
   16 -386.78905421  -0.65130544   0.00250347
   17 -384.06809485  -0.64884912   0.00245632
   18 -385.59188093  -0.64680324   0.00204587
   19 -387.94264907  -0.64519149   0.00161175
   20 -389.23756595  -0.64386581   0.00132569
   21 -388.67674408  -0.64263744   0.00122837
   22 -392.40352996  -0.64179512   0.00084232
   23 -392.82930889  -0.64107233   0.00072279
   24 -392.78323129  -0.64041169   0.00066064
   25 -393.94643963  -0.63988054   0.00053115
   26 -394.09085290  -0.63940408   0.00047646
   27 -393.69975563  -0.63894185   0.00046223
   28 -395.18159611  -0.63859749   0.00034436
   29 -394.60893761  -0.63824947   0.00034802
   30 -393.77020807  -0.63787998   0.00036949
