   #   Energy       Run. Aver.   Diff / au.
    1 -574.55686836  -0.91561455  -0.91561455
    2 -546.43546284  -1.35101468  -0.43540012
    3 -543.03724653  -1.33427144   0.01674324
    4 -543.03777282  -1.21286419   0.12140725
    5 -542.26248932  -1.11883994   0.09402425
    6 -544.09693589  -1.06120817   0.05763177
    7 -545.27835212  -1.02551050   0.03569767
    8 -544.40655361  -1.00130535   0.02420515
    9 -543.37519918  -0.98357345   0.01773190
   10 -541.48525291  -0.96973408   0.01383938
   11 -541.77297650  -0.95880650   0.01092758
   12 -539.79839298  -0.94968061   0.00912589
   13 -540.21401701  -0.94214824   0.00753237
   14 -539.52885955  -0.93572776   0.00642048
   15 -541.85495435  -0.93048460   0.00524317
   16 -542.47758005  -0.92603242   0.00445218
   17 -542.52945107  -0.92215542   0.00387700
   18 -543.71905768  -0.91884648   0.00330895
   19 -543.03911837  -0.91585871   0.00298777
   20 -542.63696780  -0.91315373   0.00270498
   21 -542.51044996  -0.91071024   0.00244349
   22 -540.99594807  -0.90839106   0.00231918
   23 -542.09774771  -0.90635530   0.00203576
   24 -541.42270829  -0.90445617   0.00189913
   25 -541.19571234  -0.90269996   0.00175620
   26 -541.92529765  -0.90112906   0.00157090
   27 -541.59380842  -0.89966183   0.00146724
   28 -540.77458468  -0.89825647   0.00140536
   29 -539.19913306  -0.89686359   0.00139288
   30 -539.61931407  -0.89558631   0.00127728
   31 -539.57018453  -0.89439264   0.00119367
   32 -539.36085876  -0.89326576   0.00112688
   33 -539.80933086  -0.89223086   0.00103490
   34 -540.06213613  -0.89127138   0.00095947
   35 -540.22231189  -0.89037619   0.00089520
   36 -540.81906181  -0.88955892   0.00081726
   37 -541.26184353  -0.88880702   0.00075191
   38 -541.36351951  -0.88810066   0.00070635
   39 -541.53693411  -0.88743879   0.00066187
   40 -541.85604993  -0.88682384   0.00061495
   41 -540.99594156  -0.88620659   0.00061724
   42 -540.83098241  -0.88561243   0.00059416
   43 -539.80008116  -0.88500823   0.00060420
   44 -540.06371127  -0.88444082   0.00056741
   45 -540.06407005  -0.88389945   0.00054137
   46 -539.86441553  -0.88337527   0.00052418
   47 -540.14456153  -0.88288327   0.00049201
   48 -539.18431632  -0.88238055   0.00050272
   49 -539.24869300  -0.88190022   0.00048032
   50 -539.20977851  -0.88143832   0.00046190
   51 -540.74066021  -0.88104273   0.00039559
   52 -541.25040006  -0.88067925   0.00036348
   53 -541.46283764  -0.88033648   0.00034277
   54 -541.79754355  -0.88001666   0.00031981
   55 -541.31907855  -0.87969503   0.00032163
   56 -541.22796052  -0.87938226   0.00031277
   57 -540.63659083  -0.87906409   0.00031817
   58 -540.75716259  -0.87876011   0.00030398
   59 -540.61833265  -0.87846292   0.00029719
   60 -540.38762428  -0.87816962   0.00029330
   61 -540.72509884  -0.87789483   0.00027480
   62 -540.44620789  -0.87762202   0.00027280
   63 -541.77120773  -0.87739142   0.00023060
   64 -541.77745554  -0.87716885   0.00022257
   65 -541.34370404  -0.87694261   0.00022624
   66 -541.54070376  -0.87672793   0.00021468
   67 -541.90438824  -0.87652848   0.00019945
   68 -541.99048152  -0.87633714   0.00019134
   69 -542.28057425  -0.87615816   0.00017898
   70 -542.52079367  -0.87598995   0.00016822
