   #   Energy       Run. Aver.   Diff / au.
    1 -440.47709553  -0.70194486  -0.70194486
    2 -396.81994461  -1.01813124  -0.31618638
    3 -390.81054744  -0.99174835   0.02638289
    4 -386.48396275  -0.89119087   0.10055748
    5 -384.59679107  -0.81541999   0.07577088
    6 -384.96876204  -0.76913596   0.04628403
    7 -389.00245671  -0.74120665   0.02792931
    8 -386.75661346  -0.72210663   0.01910002
    9 -383.63739315  -0.70767979   0.01442685
   10 -383.73626192  -0.69662138   0.01105840
   11 -386.27883190  -0.68824817   0.00837321
   12 -383.79378969  -0.68116424   0.00708393
   13 -381.82787886  -0.67502834   0.00613591
   14 -387.23258677  -0.67045192   0.00457642
   15 -385.90324881  -0.66644842   0.00400350
   16 -385.94760159  -0.66298559   0.00346283
   17 -387.12449835  -0.66007227   0.00291331
   18 -386.78222127  -0.65748289   0.00258939
   19 -387.07654292  -0.65520780   0.00227508
   20 -386.31752775  -0.65311546   0.00209234
   21 -387.58425910  -0.65132722   0.00178824
   22 -387.10375411  -0.64968057   0.00164666
   23 -387.74344729  -0.64822758   0.00145299
   24 -390.48293828  -0.64708564   0.00114194
   25 -391.66995287  -0.64612317   0.00096247
   26 -392.03872673  -0.64526424   0.00085893
   27 -391.23416162  -0.64442528   0.00083896
   28 -391.23240408  -0.64364686   0.00077842
   29 -390.22823597  -0.64286903   0.00077783
   30 -391.22186167  -0.64219585   0.00067317
   31 -390.61747680  -0.64153842   0.00065744
   32 -390.36525391  -0.64091000   0.00062842
   33 -390.79638959  -0.64034137   0.00056863
   34 -393.15986344  -0.63991873   0.00042265
   35 -393.69002815  -0.63954854   0.00037018
   36 -393.00146142  -0.63916990   0.00037864
   37 -393.06382895  -0.63881418   0.00035572
   38 -393.32422676  -0.63848871   0.00032547
   39 -393.59837008  -0.63819191   0.00029680
   40 -393.42089865  -0.63790359   0.00028832
   41 -392.52322825  -0.63759466   0.00030894
   42 -388.31447986  -0.63714025   0.00045441
   43 -388.07236692  -0.63669462   0.00044563
   44 -387.83184610  -0.63626073   0.00043388
   45 -387.27922410  -0.63582682   0.00043391
   46 -386.66016833  -0.63539033   0.00043649
   47 -386.39186826  -0.63496326   0.00042707
   48 -384.82479050  -0.63450216   0.00046111
   49 -383.30608422  -0.63400979   0.00049237
   50 -384.08622850  -0.63356135   0.00044844
   51 -384.75016584  -0.63315211   0.00040924
   52 -387.37116527  -0.63283968   0.00031243
   53 -390.77529826  -0.63264322   0.00019645
   54 -388.71974489  -0.63239553   0.00024769
   55 -388.88255256  -0.63216063   0.00023490
   56 -388.37709352  -0.63191997   0.00024067
   57 -388.15958764  -0.63168156   0.00023840
   58 -388.45448754  -0.63145952   0.00022204
   59 -388.54363372  -0.63124769   0.00021183
   60 -388.57811621  -0.63104401   0.00020368
