  cluster  E_norm [Eh]  De [kcal]    p
     1   -229.080874     0.0000   0.6834
     2   -229.079988     0.5555   0.2676
     3   -229.077625     2.0383   0.0219
     4   -229.076883     2.5040   0.0100
     5   -229.076678     2.6327   0.0080
     6   -229.076488     2.7518   0.0066
     7   -229.075003     3.6840   0.0014
     8   -229.074495     4.0028   0.0008
     9   -229.072722     5.1149   0.0001
     10  -229.071950     5.5996   0.0001
     11  -229.071866     5.6522   0.0000
     12  -229.071399     5.9450   0.0000
     13  -229.071062     6.1570   0.0000
     14  -229.070966     6.2170   0.0000
     15  -229.070587     6.4547   0.0000
     16  -229.070197     6.6995   0.0000
     17  -229.069424     7.1847   0.0000
     18  -229.066842     8.8048   0.0000
     19  -229.064326     ******   0.0000
     20  -229.061879     ******   0.0000

Ensemble free energy [Eh]:     -229.0812329062
