  cluster  E_norm [Eh]  De [kcal]    p
     1   -636.602337     0.0000   0.8939
     2   -636.600269     1.2978   0.1000
     3   -636.597624     2.9575   0.0061
     4   -636.593225     5.7182   0.0001
     5   -636.592158     6.3877   0.0000
     6   -636.591695     6.6778   0.0000
     7   -636.588410     8.7394   0.0000
     8   -636.586503     9.9361   0.0000
     9   -636.584063     ******   0.0000
     10  -636.583886     ******   0.0000
     11  -636.581999     ******   0.0000
     12  -636.580905     ******   0.0000
     13  -636.580575     ******   0.0000
     14  -636.578487     ******   0.0000
     15  -636.577741     ******   0.0000
     16  -636.575365     ******   0.0000
     17  -636.574148     ******   0.0000
     18  -636.570870     ******   0.0000
     19  -636.570705     ******   0.0000
     20  -636.566456     ******   0.0000

Ensemble free energy [Eh]:     -636.6024431018
