  cluster  E_norm [Eh]  De [kcal]    p
     1   -218.463749     0.0000   0.9958
     2   -218.458148     3.5146   0.0026
     3   -218.456503     4.5465   0.0005
     4   -218.456410     4.6052   0.0004
     5   -218.456031     4.8431   0.0003
     6   -218.454935     5.5304   0.0001
     7   -218.454707     5.6738   0.0001
     8   -218.454573     5.7578   0.0001
     9   -218.454248     5.9618   0.0000
     10  -218.454222     5.9780   0.0000
     11  -218.454084     6.0645   0.0000
     12  -218.453150     6.6505   0.0000
     13  -218.453048     6.7149   0.0000
     14  -218.452888     6.8151   0.0000
     15  -218.452642     6.9697   0.0000
     16  -218.452341     7.1583   0.0000
     17  -218.452310     7.1778   0.0000
     18  -218.452184     7.2570   0.0000
     19  -218.450795     8.1285   0.0000
     20  -218.450746     8.1595   0.0000
     21  -218.450317     8.4283   0.0000
     22  -218.448627     9.4888   0.0000
     23  -218.448542     9.5422   0.0000
     24  -218.448502     9.5677   0.0000
     25  -218.448348     9.6642   0.0000
     26  -218.447582     ******   0.0000
     27  -218.447246     ******   0.0000
     28  -218.447118     ******   0.0000
     29  -218.446686     ******   0.0000
     30  -218.446103     ******   0.0000
     31  -218.445548     ******   0.0000
     32  -218.445546     ******   0.0000
     33  -218.445374     ******   0.0000
     34  -218.445343     ******   0.0000
     35  -218.444997     ******   0.0000
     36  -218.444608     ******   0.0000
     37  -218.444386     ******   0.0000
     38  -218.444352     ******   0.0000
     39  -218.444115     ******   0.0000
     40  -218.444080     ******   0.0000
     41  -218.443912     ******   0.0000
     42  -218.442479     ******   0.0000
     43  -218.441707     ******   0.0000
     44  -218.441518     ******   0.0000
     45  -218.440963     ******   0.0000
     46  -218.440876     ******   0.0000
     47  -218.440039     ******   0.0000
     48  -218.439877     ******   0.0000
     49  -218.439370     ******   0.0000
     50  -218.434657     ******   0.0000
     51  -218.434386     ******   0.0000
