  cluster  E_norm [Eh]  De [kcal]    p
     1   -193.224062     0.0000   0.6451
     2   -193.223267     0.4987   0.2780
     3   -193.221029     1.9034   0.0260
     4   -193.220492     2.2402   0.0147
     5   -193.220326     2.3447   0.0123
     6   -193.220144     2.4586   0.0102
     7   -193.219491     2.8681   0.0051
     8   -193.219370     2.9443   0.0045
     9   -193.218288     3.6235   0.0014
     10  -193.218255     3.6441   0.0014
     11  -193.217267     4.2637   0.0005
     12  -193.216902     4.4931   0.0003
     13  -193.216069     5.0159   0.0001
     14  -193.215673     5.2644   0.0001
     15  -193.215406     5.4318   0.0001
     16  -193.215367     5.4562   0.0001
     17  -193.215190     5.5671   0.0001
     18  -193.215122     5.6102   0.0000
     19  -193.214952     5.7169   0.0000
     20  -193.213609     6.5591   0.0000

Ensemble free energy [Eh]:     -193.2244759691
