   #   Energy       Run. Aver.   Diff / au.
    1 -574.55729627  -0.91561524  -0.91561524
    2 -546.43779661  -1.35101722  -0.43540198
    3 -543.03538894  -1.33427277   0.01674445
    4 -543.80890345  -1.21317210   0.12110067
    5 -545.41620078  -1.12015274   0.09301936
    6 -546.91540517  -1.06321824   0.05693450
    7 -546.09612687  -1.02751920   0.03569904
    8 -545.01165567  -1.00318333   0.02433587
    9 -543.29902388  -0.98521475   0.01796858
   10 -542.34723124  -0.97132494   0.01388981
   11 -542.40648528  -0.96033993   0.01098501
   12 -541.69544512  -0.95133340   0.00900653
   13 -543.16383329  -0.94404468   0.00728872
   14 -542.70059559  -0.93786718   0.00617750
   15 -541.13041579  -0.93242061   0.00544657
   16 -542.10941556  -0.92779805   0.00462256
   17 -541.32402202  -0.92369417   0.00410388
   18 -539.04233932  -0.91987309   0.00382108
   19 -539.27616673  -0.91648872   0.00338437
   20 -539.85211991  -0.91351052   0.00297820
   21 -539.53907496  -0.91081154   0.00269898
   22 -539.41525526  -0.90836164   0.00244989
   23 -539.44231478  -0.90613749   0.00222416
   24 -539.61887284  -0.90411981   0.00201768
   25 -540.12772741  -0.90230424   0.00181557
   26 -543.37515482  -0.90083514   0.00146910
   27 -543.87902669  -0.89951744   0.00131770
   28 -542.72728794  -0.89823372   0.00128372
   29 -543.16688549  -0.89706385   0.00116986
   30 -542.85859853  -0.89595940   0.00110445
   31 -543.53961372  -0.89496332   0.00099608
   32 -542.04844228  -0.89395863   0.00100470
   33 -543.15225014  -0.89306786   0.00089076
   34 -543.34405387  -0.89224184   0.00082603
   35 -543.03260941  -0.89145068   0.00079115
