  cluster  E_norm [Eh]  De [kcal]    p
     1   -524.295224     0.0000   1.0000
     2   -524.283659     7.2570   0.0000
     3   -524.282561     7.9459   0.0000
     4   -524.282429     8.0290   0.0000
     5   -524.278501     ******   0.0000
     6   -524.278167     ******   0.0000
     7   -524.277237     ******   0.0000
     8   -524.276657     ******   0.0000
     9   -524.275579     ******   0.0000
     10  -524.274318     ******   0.0000
     11  -524.274177     ******   0.0000
     12  -524.273396     ******   0.0000
     13  -524.273269     ******   0.0000
     14  -524.272733     ******   0.0000
     15  -524.271673     ******   0.0000
     16  -524.271026     ******   0.0000
     17  -524.270327     ******   0.0000
     18  -524.270058     ******   0.0000
     19  -524.268925     ******   0.0000
     20  -524.268111     ******   0.0000
     21  -524.267802     ******   0.0000
     22  -524.267780     ******   0.0000
     23  -524.266965     ******   0.0000
     24  -524.266631     ******   0.0000
     25  -524.266202     ******   0.0000
     26  -524.265621     ******   0.0000
     27  -524.264605     ******   0.0000
     28  -524.264331     ******   0.0000
     29  -524.264166     ******   0.0000
     30  -524.264159     ******   0.0000
     31  -524.262837     ******   0.0000
     32  -524.262113     ******   0.0000
     33  -524.262046     ******   0.0000
     34  -524.261183     ******   0.0000
     35  -524.261042     ******   0.0000
     36  -524.260541     ******   0.0000
     37  -524.259345     ******   0.0000
     38  -524.258274     ******   0.0000
     39  -524.257800     ******   0.0000
     40  -524.257055     ******   0.0000
     41  -524.256576     ******   0.0000
     42  -524.254993     ******   0.0000
     43  -524.254612     ******   0.0000
     44  -524.253348     ******   0.0000
     45  -524.251847     ******   0.0000
     46  -524.250121     ******   0.0000
     47  -524.248889     ******   0.0000
     48  -524.247877     ******   0.0000
     49  -524.247642     ******   0.0000
     50  -524.245379     ******   0.0000
     51  -524.242404     ******   0.0000
     52  -524.237192     ******   0.0000
