  cluster  E_norm [Eh]  De [kcal]    p
     1   -244.148947     0.0000   0.9413
     2   -244.145749     2.0068   0.0318
     3   -244.145134     2.3929   0.0166
     4   -244.144342     2.8895   0.0072
     5   -244.143205     3.6028   0.0022
     6   -244.141695     4.5505   0.0004
     7   -244.141105     4.9206   0.0002
     8   -244.140783     5.1231   0.0002
     9   -244.139384     6.0007   0.0000
     10  -244.139342     6.0270   0.0000
     11  -244.138922     6.2906   0.0000
     12  -244.138692     6.4349   0.0000
     13  -244.138631     6.4734   0.0000
     14  -244.138356     6.6457   0.0000
     15  -244.138116     6.7964   0.0000
     16  -244.137897     6.9339   0.0000
     17  -244.137611     7.1131   0.0000
     18  -244.137428     7.2280   0.0000
     19  -244.137118     7.4229   0.0000
     20  -244.136707     7.6808   0.0000

Ensemble free energy [Eh]:     -244.1490040796
