   #   Energy       Run. Aver.   Diff / au.
    1 -422.23997303  -0.67288216  -0.67288216
    2 -380.75302892  -0.97626641  -0.30338425
    3 -369.54924130  -0.94827707   0.02798934
    4 -367.61001929  -0.85066642   0.09761065
    5 -370.76328380  -0.77918077   0.07148565
    6 -372.47974937  -0.73633373   0.04284704
    7 -379.29084689  -0.71137054   0.02496320
    8 -375.97408030  -0.69422291   0.01714762
    9 -381.06619734  -0.68265592   0.01156700
   10 -379.14492797  -0.67365421   0.00900171
   11 -381.07531471  -0.66680205   0.00685216
   12 -381.15366635  -0.66128144   0.00552060
   13 -379.41276007  -0.65649918   0.00478226
   14 -379.14985874  -0.65242291   0.00407627
   15 -381.10478091  -0.64914491   0.00327801
   16 -384.71380156  -0.64668600   0.00245891
   17 -384.96092540  -0.64458772   0.00209828
   18 -386.90507083  -0.64291475   0.00167298
   19 -387.36700801  -0.64147900   0.00143575
   20 -388.91053932  -0.64032168   0.00115732
   21 -388.55763002  -0.63926106   0.00106062
   22 -390.86962173  -0.63846872   0.00079233
   23 -390.05277875  -0.63770036   0.00076837
   24 -393.84720031  -0.63724897   0.00045139
   25 -396.25714402  -0.63699999   0.00024898
   26 -394.93017926  -0.63669661   0.00030337
   27 -394.42539433  -0.63638390   0.00031271
   28 -394.55332930  -0.63610048   0.00028343
   29 -395.56621562  -0.63589327   0.00020721
   30 -395.69622081  -0.63570932   0.00018395
