   #   Energy       Run. Aver.   Diff / au.
    1 -423.77456716  -0.67532769  -0.67532769
    2 -380.56128952  -0.97855916  -0.30323148
    3 -368.64956817  -0.94927674   0.02928242
    4 -367.20652950  -0.85093215   0.09834459
    5 -375.36041209  -0.78071177   0.07022038
    6 -376.50043473  -0.73888834   0.04182343
    7 -382.19918229  -0.71436853   0.02451981
    8 -383.57486717  -0.69841566   0.01595287
    9 -380.19926761  -0.68636205   0.01205361
   10 -384.37818807  -0.67777504   0.00858701
   11 -386.60971064  -0.67138774   0.00638730
   12 -384.14819143  -0.66592140   0.00546633
   13 -382.37433540  -0.66114944   0.00477196
   14 -380.02072342  -0.65684088   0.00430856
   15 -388.27164644  -0.65401426   0.00282662
   16 -386.65688929  -0.65147276   0.00254150
   17 -386.25812282  -0.64920966   0.00226311
   18 -390.40476155  -0.64758059   0.00162907
   19 -389.94877024  -0.64611812   0.00146246
   20 -394.00449614  -0.64513340   0.00098473
   21 -395.68422806  -0.64439267   0.00074073
   22 -394.90907120  -0.64367423   0.00071845
   23 -394.17107958  -0.64296809   0.00070614
   24 -393.27585899  -0.64226187   0.00070622
   25 -394.31453702  -0.64167835   0.00058352
