  cluster  E_norm [Eh]  De [kcal]    p
     1   -473.358077     0.0000   0.9997
     2   -473.350235     4.9209   0.0002
     3   -473.346185     7.4627   0.0000
     4   -473.345883     7.6520   0.0000
     5   -473.345701     7.7660   0.0000
     6   -473.345579     7.8426   0.0000
     7   -473.345148     8.1130   0.0000
     8   -473.344985     8.2155   0.0000
     9   -473.343469     9.1671   0.0000
     10  -473.343343     9.2462   0.0000
     11  -473.343156     9.3634   0.0000
     12  -473.342436     9.8148   0.0000
     13  -473.342393     9.8417   0.0000
     14  -473.341307     ******   0.0000
     15  -473.341197     ******   0.0000
     16  -473.340635     ******   0.0000
     17  -473.339431     ******   0.0000
     18  -473.339116     ******   0.0000
     19  -473.338721     ******   0.0000
     20  -473.338427     ******   0.0000

Ensemble free energy [Eh]:     -473.3580774987
