   #   Energy       Run. Aver.   Diff / au.
    1 -424.55324417  -0.67656859  -0.67656859
    2 -378.87022100  -0.97845262  -0.30188403
    3 -368.45829548  -0.94865496   0.02979766
    4 -367.75123793  -0.85055401   0.09810095
    5 -370.82233412  -0.77901161   0.07154240
    6 -372.75301086  -0.73625589   0.04275572
    7 -379.68394710  -0.71140635   0.02484954
    8 -383.91815581  -0.69585092   0.01555543
    9 -384.94830681  -0.68496734   0.01088358
   10 -376.86815731  -0.67544000   0.00952733
   11 -378.75132766  -0.66804102   0.00739898
   12 -376.24449700  -0.66171967   0.00632136
   13 -377.72437402  -0.65663513   0.00508454
   14 -376.19169951  -0.65219084   0.00444429
   15 -378.28145744  -0.64860382   0.00358702
   16 -382.90203782  -0.64597896   0.00262485
   17 -384.81411828  -0.64389875   0.00208021
   18 -380.07512303  -0.64166038   0.00223838
   19 -380.37628616  -0.63967455   0.00198582
   20 -386.63199715  -0.63839840   0.00127616
   21 -385.68297659  -0.63720556   0.00119284
   22 -385.30461905  -0.63609754   0.00110802
   23 -385.68005938  -0.63511556   0.00098197
   24 -386.39371803  -0.63426806   0.00084750
   25 -387.59974404  -0.63357062   0.00069744
   26 -386.99937671  -0.63289580   0.00067482
   27 -386.74149773  -0.63225658   0.00063922
   28 -386.89388744  -0.63167296   0.00058361
   29 -385.56556184  -0.63105852   0.00061444
   30 -385.82236455  -0.63049766   0.00056087
   31 -385.27693612  -0.62994667   0.00055099
   32 -385.20928487  -0.62942705   0.00051961
   33 -384.79207358  -0.62891973   0.00050732
   34 -385.11818233  -0.62845790   0.00046183
   35 -383.99506541  -0.62797263   0.00048528
   36 -386.37363610  -0.62761895   0.00035368
   37 -387.05849015  -0.62731744   0.00030151
   38 -389.64543119  -0.62714167   0.00017578
   39 -388.94735619  -0.62694960   0.00019206
   40 -389.79688092  -0.62680058   0.00014902
   41 -392.22586203  -0.62675429   0.00004629
   42 -392.43502952  -0.62672059   0.00003371
   43 -393.52381277  -0.62672909  -0.00000851
   44 -393.34362582  -0.62673164  -0.00000255
   45 -390.39369533  -0.62662948   0.00010216
   46 -392.31724807  -0.62659613   0.00003336
   47 -392.57212490  -0.62657430   0.00002183
   48 -391.73251745  -0.62652574   0.00004856
   49 -396.58213321  -0.62663634  -0.00011060
   50 -396.05030066  -0.62672875  -0.00009241
   51 -396.40587936  -0.62682829  -0.00009954
   52 -397.50380403  -0.62695779  -0.00012950
   53 -399.05936598  -0.62712974  -0.00017195
   54 -399.39714016  -0.62730607  -0.00017633
   55 -398.98811860  -0.62746422  -0.00015815
   56 -399.50046298  -0.62763098  -0.00016676
   57 -399.79889631  -0.62780038  -0.00016940
   58 -399.73378580  -0.62796219  -0.00016182
   59 -399.94460640  -0.62812409  -0.00016190
   60 -398.65849913  -0.62824643  -0.00012234
   61 -397.83565416  -0.62834262  -0.00009619
   62 -396.48691580  -0.62840061  -0.00005799
   63 -395.33860396  -0.62842711  -0.00002650
   64 -394.86636157  -0.62844053  -0.00001342
   65 -394.78754940  -0.62845140  -0.00001087
   66 -395.64657511  -0.62848265  -0.00003125
   67 -395.61814736  -0.62851259  -0.00002994
   68 -395.21799270  -0.62853226  -0.00001967
   69 -395.08854086  -0.62854822  -0.00001596
   70 -395.28987212  -0.62856825  -0.00002003
   71 -396.04561818  -0.62860474  -0.00003649
   72 -396.45685839  -0.62864954  -0.00004480
   73 -397.00632415  -0.62870522  -0.00005569
   74 -397.04428539  -0.62876037  -0.00005515
   75 -397.04629697  -0.62881408  -0.00005371
   76 -396.37676806  -0.62885232  -0.00003824
   77 -396.70731047  -0.62889620  -0.00004389
   78 -396.84411479  -0.62894183  -0.00004563
   79 -394.36584817  -0.62893633   0.00000550
   80 -394.13961725  -0.62892583   0.00001051
   81 -394.02707426  -0.62891331   0.00001252
   82 -393.87056697  -0.62889802   0.00001528
   83 -394.14405547  -0.62888833   0.00000970
   84 -393.55347737  -0.62886772   0.00002060
   85 -393.28725366  -0.62884249   0.00002524
   86 -392.62715152  -0.62880555   0.00003694
   87 -392.22125764  -0.62876189   0.00004366
   88 -391.71372572  -0.62870996   0.00005193
   89 -391.77994383  -0.62866029   0.00004967
   90 -391.80169557  -0.62861213   0.00004816
   91 -392.44480126  -0.62857631   0.00003582
   92 -393.19725183  -0.62855443   0.00002187
   93 -394.02272930  -0.62854732   0.00000711
   94 -393.81523905  -0.62853700   0.00001032
   95 -394.28611439  -0.62853477   0.00000224
   96 -394.75829960  -0.62854050  -0.00000573
   97 -394.86860268  -0.62854801  -0.00000751
   98 -395.06978427  -0.62855865  -0.00001065
   99 -395.30412806  -0.62857289  -0.00001423
  100 -394.95539832  -0.62858131  -0.00000843
