  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.431939     0.0000   0.9102
     2   -305.429649     1.4372   0.0805
     3   -305.427116     3.0267   0.0055
     4   -305.426532     3.3933   0.0030
     5   -305.424817     4.4692   0.0005
     6   -305.424146     4.8906   0.0002
     7   -305.423776     5.1223   0.0002
     8   -305.422068     6.1943   0.0000
     9   -305.420627     7.0983   0.0000
     10  -305.420454     7.2069   0.0000
     11  -305.419171     8.0124   0.0000
     12  -305.417681     8.9471   0.0000
     13  -305.417680     8.9479   0.0000
     14  -305.416577     9.6398   0.0000
     15  -305.415141     ******   0.0000
     16  -305.414804     ******   0.0000
     17  -305.414721     ******   0.0000
     18  -305.414075     ******   0.0000
     19  -305.408775     ******   0.0000
     20  -305.401839     ******   0.0000

Ensemble free energy [Eh]:     -305.4320281428
