  cluster  E_norm [Eh]  De [kcal]    p
     1   -473.356719     0.0000   0.9999
     2   -473.348156     5.3732   0.0001
     3   -473.345186     7.2365   0.0000
     4   -473.344067     7.9389   0.0000
     5   -473.343964     8.0036   0.0000
     6   -473.342660     8.8222   0.0000
     7   -473.342420     8.9722   0.0000
     8   -473.341396     9.6150   0.0000
     9   -473.339218     ******   0.0000
     10  -473.337139     ******   0.0000
     11  -473.336883     ******   0.0000
     12  -473.336434     ******   0.0000
     13  -473.334995     ******   0.0000
     14  -473.334323     ******   0.0000
     15  -473.333384     ******   0.0000
     16  -473.332995     ******   0.0000
     17  -473.332956     ******   0.0000
     18  -473.331624     ******   0.0000
     19  -473.331124     ******   0.0000
     20  -473.330880     ******   0.0000

Ensemble free energy [Eh]:     -473.3567186439
