  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.161806     0.0000   0.8247
     2   -178.159425     1.4941   0.0662
     3   -178.158789     1.8930   0.0338
     4   -178.158701     1.9481   0.0308
     5   -178.158307     2.1953   0.0203
     6   -178.158150     2.2939   0.0172
     7   -178.156739     3.1793   0.0039
     8   -178.156246     3.4890   0.0023
     9   -178.154752     4.4265   0.0005
     10  -178.153680     5.0992   0.0002
     11  -178.153403     5.2725   0.0001
     12  -178.153290     5.3436   0.0001
     13  -178.151949     6.1852   0.0000
     14  -178.151421     6.5162   0.0000
     15  -178.150975     6.7962   0.0000
     16  -178.149009     8.0302   0.0000
     17  -178.146732     9.4590   0.0000
     18  -178.144548     ******   0.0000
     19  -178.143630     ******   0.0000
     20  -178.142599     ******   0.0000

Ensemble free energy [Eh]:     -178.1619876118
