  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.320919     0.0000   0.8649
     2   -320.318994     1.2082   0.1125
     3   -320.317347     2.2417   0.0197
     4   -320.314972     3.7321   0.0016
     5   -320.314186     4.2251   0.0007
     6   -320.313801     4.4667   0.0005
     7   -320.311815     5.7134   0.0001
     8   -320.311603     5.8462   0.0000
     9   -320.310699     6.4134   0.0000
     10  -320.310126     6.7731   0.0000
     11  -320.309998     6.8533   0.0000
     12  -320.309346     7.2624   0.0000
     13  -320.309014     7.4705   0.0000
     14  -320.308390     7.8622   0.0000
     15  -320.308384     7.8664   0.0000
     16  -320.308136     8.0217   0.0000
     17  -320.308109     8.0388   0.0000
     18  -320.308055     8.0726   0.0000
     19  -320.307863     8.1932   0.0000
     20  -320.307628     8.3404   0.0000

Ensemble free energy [Eh]:     -320.3210565120
