  cluster  E_norm [Eh]  De [kcal]    p
     1   -229.314648     0.0000   0.9849
     2   -229.310205     2.7877   0.0089
     3   -229.309129     3.4628   0.0029
     4   -229.309109     3.4757   0.0028
     5   -229.307150     4.7050   0.0004
     6   -229.306069     5.3833   0.0001
     7   -229.305680     5.6271   0.0001
     8   -229.304047     6.6523   0.0000
     9   -229.304040     6.6565   0.0000
     10  -229.302921     7.3587   0.0000
     11  -229.301404     8.3106   0.0000
     12  -229.299669     9.3992   0.0000
     13  -229.298929     9.8633   0.0000
     14  -229.298854     9.9109   0.0000
     15  -229.298681     ******   0.0000
     16  -229.298517     ******   0.0000
     17  -229.298392     ******   0.0000
     18  -229.298003     ******   0.0000
     19  -229.297450     ******   0.0000
     20  -229.297247     ******   0.0000

Ensemble free energy [Eh]:     -229.3146619836
