  cluster  E_norm [Eh]  De [kcal]    p
     1   -458.234359     0.0000   0.9995
     2   -458.227023     4.6034   0.0004
     3   -458.225622     5.4826   0.0001
     4   -458.221461     8.0940   0.0000
     5   -458.220325     8.8069   0.0000
     6   -458.216058     ******   0.0000
     7   -458.213318     ******   0.0000
     8   -458.211962     ******   0.0000
     9   -458.211375     ******   0.0000
     10  -458.211237     ******   0.0000
     11  -458.211144     ******   0.0000
     12  -458.211065     ******   0.0000
     13  -458.210148     ******   0.0000
     14  -458.209514     ******   0.0000
     15  -458.207413     ******   0.0000
     16  -458.206785     ******   0.0000
     17  -458.205408     ******   0.0000
     18  -458.205393     ******   0.0000
     19  -458.205386     ******   0.0000
     20  -458.202844     ******   0.0000

Ensemble free energy [Eh]:     -458.2343597500
