  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.766044     0.0000   0.9512
     2   -167.762365     2.3089   0.0193
     3   -167.762094     2.4788   0.0145
     4   -167.761032     3.1451   0.0047
     5   -167.760543     3.4520   0.0028
     6   -167.760242     3.6409   0.0020
     7   -167.759898     3.8570   0.0014
     8   -167.759732     3.9611   0.0012
     9   -167.758927     4.4660   0.0005
     10  -167.758744     4.5812   0.0004
     11  -167.758549     4.7032   0.0003
     12  -167.758441     4.7711   0.0003
     13  -167.758203     4.9205   0.0002
     14  -167.758027     5.0311   0.0002
     15  -167.757930     5.0916   0.0002
     16  -167.757904     5.1080   0.0002
     17  -167.757797     5.1752   0.0002
     18  -167.757549     5.3306   0.0001
     19  -167.757438     5.4004   0.0001
     20  -167.757316     5.4769   0.0001

Ensemble free energy [Eh]:     -167.7660914681
