  #       H(T)       SVIB      SROT       STRA      G(T)
       [kcal/mol]    [      cal/mol/K        ]    [kcal/mol]
  --------------------------------------------------------
  1      748.22    417.33     39.52     45.94    598.32
  2      747.65    417.56     39.48     45.94    597.68
  3      748.61    420.07     39.49     45.94    597.90
  4      748.46    423.59     39.45     45.94    596.70
  5      747.95    424.54     39.58     45.94    595.87
  6      748.41    425.59     39.48     45.94    596.05
  7      747.40    419.00     39.55     45.94    596.99
  8      748.61    427.49     39.52     45.94    595.68
  9      748.05    428.65     39.45     45.94    594.80
  10      748.42    427.25     39.47     45.94    595.57
  11      748.86    424.28     39.45     45.94    596.90
  12      748.17    426.12     39.47     45.94    595.66
  13      747.73    421.98     39.49     45.94    596.45
  14      748.09    425.12     39.49     45.94    595.87
  15      748.25    425.70     39.48     45.94    595.87
  16      749.09    418.26     39.52     45.94    598.91
  17      747.92    419.43     39.55     45.94    597.38
  18      748.47    434.83     39.49     45.94    593.36
  19      748.49    424.48     39.46     45.94    596.47
  20      748.12    422.63     39.53     45.94    596.62
