  cluster  E_norm [Eh]  De [kcal]    p
     1   -371.481749     0.0000   0.9837
     2   -371.477286     2.8007   0.0087
     3   -371.477109     2.9115   0.0072
     4   -371.473972     4.8802   0.0003
     5   -371.473084     5.4377   0.0001
     6   -371.470638     6.9721   0.0000
     7   -371.469715     7.5514   0.0000
     8   -371.469589     7.6307   0.0000
     9   -371.468258     8.4656   0.0000
     10  -371.467847     8.7240   0.0000
     11  -371.467291     9.0723   0.0000
     12  -371.465572     ******   0.0000
     13  -371.465557     ******   0.0000
     14  -371.465441     ******   0.0000
     15  -371.465297     ******   0.0000
     16  -371.464509     ******   0.0000
     17  -371.464492     ******   0.0000
     18  -371.464316     ******   0.0000
     19  -371.464232     ******   0.0000
     20  -371.463905     ******   0.0000
     21  -371.462121     ******   0.0000
     22  -371.461955     ******   0.0000
     23  -371.460405     ******   0.0000
     24  -371.459909     ******   0.0000
     25  -371.459683     ******   0.0000
     26  -371.459009     ******   0.0000
     27  -371.458028     ******   0.0000
     28  -371.458008     ******   0.0000
     29  -371.457905     ******   0.0000
     30  -371.457284     ******   0.0000
     31  -371.457249     ******   0.0000
     32  -371.456463     ******   0.0000
     33  -371.454477     ******   0.0000
     34  -371.454135     ******   0.0000
     35  -371.454017     ******   0.0000
     36  -371.452843     ******   0.0000
     37  -371.452718     ******   0.0000
     38  -371.452589     ******   0.0000
     39  -371.452467     ******   0.0000
     40  -371.452004     ******   0.0000
     41  -371.450420     ******   0.0000
     42  -371.449985     ******   0.0000
     43  -371.447483     ******   0.0000
     44  -371.447216     ******   0.0000
     45  -371.446303     ******   0.0000
     46  -371.445553     ******   0.0000
     47  -371.444875     ******   0.0000
     48  -371.443133     ******   0.0000
     49  -371.442054     ******   0.0000
     50  -371.438069     ******   0.0000
     51  -371.428583     ******   0.0000
     52  -371.426248     ******   0.0000
