  cluster  E_norm [Eh]  De [kcal]    p
     1   -371.246746     0.0000   0.8186
     2   -371.245309     0.9018   0.1787
     3   -371.240729     3.7760   0.0014
     4   -371.239596     4.4870   0.0004
     5   -371.239157     4.7621   0.0003
     6   -371.238865     4.9451   0.0002
     7   -371.238788     4.9935   0.0002
     8   -371.238440     5.2119   0.0001
     9   -371.237133     6.0321   0.0000
     10  -371.237079     6.0662   0.0000
     11  -371.237029     6.0978   0.0000
     12  -371.235844     6.8412   0.0000
     13  -371.235187     7.2536   0.0000
     14  -371.233936     8.0381   0.0000
     15  -371.233146     8.5339   0.0000
     16  -371.232238     9.1042   0.0000
     17  -371.231455     9.5955   0.0000
     18  -371.230985     9.8900   0.0000
     19  -371.230525     ******   0.0000
     20  -371.230492     ******   0.0000

Ensemble free energy [Eh]:     -371.2469349934
