  cluster  E_norm [Eh]  De [kcal]    p
     1   -407.296898     0.0000   0.6365
     2   -407.295554     0.8435   0.1533
     3   -407.295480     0.8897   0.1418
     4   -407.294641     1.4161   0.0583
     5   -407.292843     2.5447   0.0087
     6   -407.290385     4.0870   0.0006
     7   -407.289686     4.5257   0.0003
     8   -407.289504     4.6399   0.0003
     9   -407.289389     4.7118   0.0002
     10  -407.282569     8.9916   0.0000
     11  -407.282420     9.0853   0.0000
     12  -407.281814     9.4656   0.0000
     13  -407.279270     ******   0.0000
     14  -407.278491     ******   0.0000
     15  -407.275061     ******   0.0000
     16  -407.274820     ******   0.0000
     17  -407.272728     ******   0.0000
     18  -407.271835     ******   0.0000
     19  -407.271615     ******   0.0000
     20  -407.270700     ******   0.0000

Ensemble free energy [Eh]:     -407.2973247480
