  cluster  E_norm [Eh]  De [kcal]    p
     1   -356.425957     0.0000   0.7698
     2   -356.424375     0.9922   0.1442
     3   -356.423846     1.3244   0.0823
     4   -356.420361     3.5112   0.0021
     5   -356.419256     4.2046   0.0006
     6   -356.419066     4.3242   0.0005
     7   -356.418274     4.8211   0.0002
     8   -356.417989     4.9998   0.0002
     9   -356.416925     5.6672   0.0001
     10  -356.416845     5.7176   0.0000
     11  -356.415029     6.8572   0.0000
     12  -356.413399     7.8800   0.0000
     13  -356.409461     ******   0.0000
     14  -356.408817     ******   0.0000
     15  -356.408201     ******   0.0000
     16  -356.406985     ******   0.0000
     17  -356.406612     ******   0.0000
     18  -356.404812     ******   0.0000
     19  -356.402607     ******   0.0000
     20  -356.402162     ******   0.0000

Ensemble free energy [Eh]:     -356.4262037579
