  cluster  E_norm [Eh]  De [kcal]    p
     1   -142.303531     0.0000   0.3747
     2   -142.303475     0.0350   0.3531
     3   -142.302031     0.9407   0.0766
     4   -142.301803     1.0838   0.0601
     5   -142.301145     1.4973   0.0299
     6   -142.300986     1.5967   0.0253
     7   -142.300645     1.8108   0.0176
     8   -142.300405     1.9611   0.0137
     9   -142.300363     1.9874   0.0131
     10  -142.300120     2.1402   0.0101
     11  -142.299855     2.3067   0.0076
     12  -142.299842     2.3144   0.0075
     13  -142.299115     2.7709   0.0035
     14  -142.298565     3.1161   0.0019
     15  -142.298517     3.1462   0.0019
     16  -142.297878     3.5473   0.0009
     17  -142.297869     3.5524   0.0009
     18  -142.297511     3.7775   0.0006
     19  -142.297140     4.0102   0.0004
     20  -142.297010     4.0917   0.0004

Ensemble free energy [Eh]:     -142.3044575523
