  cluster  E_norm [Eh]  De [kcal]    p
     1   -763.861083     0.0000   0.9780
     2   -763.857487     2.2563   0.0217
     3   -763.853128     4.9916   0.0002
     4   -763.852563     5.3464   0.0001
     5   -763.850509     6.6349   0.0000
     6   -763.848708     7.7652   0.0000
     7   -763.847180     8.7242   0.0000
     8   -763.844406     ******   0.0000
     9   -763.844307     ******   0.0000
     10  -763.843018     ******   0.0000
     11  -763.839991     ******   0.0000
     12  -763.839555     ******   0.0000
     13  -763.837800     ******   0.0000
     14  -763.836099     ******   0.0000
     15  -763.834777     ******   0.0000
     16  -763.834664     ******   0.0000
     17  -763.833939     ******   0.0000
     18  -763.833880     ******   0.0000
     19  -763.827903     ******   0.0000
     20  -763.822799     ******   0.0000

Ensemble free energy [Eh]:     -763.8611037120
