   #   Energy       Run. Aver.   Diff / au.
    1 -440.46031674  -0.70191812  -0.70191812
    2 -397.65396265  -1.01876905  -0.31685093
    3 -390.89816611  -0.99244161   0.02632744
    4 -386.50462211  -0.89173292   0.10070870
    5 -384.16559005  -0.81568595   0.07604697
    6 -387.50851808  -0.76998614   0.04569981
    7 -390.45990573  -0.74235063   0.02763551
    8 -384.98465345  -0.72279137   0.01955926
    9 -388.55616783  -0.70910837   0.01368300
   10 -390.87031770  -0.69911837   0.00998999
   11 -390.71978217  -0.69125866   0.00785971
   12 -386.37282269  -0.68430915   0.00694951
   13 -388.63635479  -0.67877628   0.00553287
   14 -390.26165687  -0.67432002   0.00445626
   15 -385.25934957  -0.66999825   0.00432177
   16 -387.34452693  -0.66643280   0.00356546
   17 -388.66046307  -0.66345465   0.00297814
   18 -389.31071655  -0.66089761   0.00255704
   19 -391.44555042  -0.65881095   0.00208666
   20 -391.55820349  -0.65696545   0.00184550
   21 -392.17358573  -0.65535390   0.00161155
   22 -391.28366395  -0.65383502   0.00151888
   23 -390.64804969  -0.65240821   0.00142681
   24 -394.61069939  -0.65136726   0.00104095
   25 -396.52489402  -0.65054703   0.00082023
   26 -394.72220095  -0.64968790   0.00085913
   27 -395.83657566  -0.64895674   0.00073116
   28 -396.33860796  -0.64831094   0.00064579
   29 -397.57449331  -0.64778055   0.00053040
   30 -397.34727854  -0.64727729   0.00050326
   31 -397.17304996  -0.64679841   0.00047887
   32 -397.37588270  -0.64636033   0.00043808
   33 -398.49456524  -0.64600406   0.00035627
   34 -397.03807515  -0.64560288   0.00040118
   35 -397.10824709  -0.64522655   0.00037634
   36 -398.36522307  -0.64492745   0.00029910
   37 -398.13811197  -0.64463682   0.00029063
   38 -397.63639283  -0.64434067   0.00029615
   39 -397.70741099  -0.64406248   0.00027820
   40 -396.75583771  -0.64376072   0.00030175
