  cluster  E_norm [Eh]  De [kcal]    p
     1   -763.874099     0.0000   0.9934
     2   -763.869347     2.9820   0.0065
     3   -763.865051     5.6775   0.0001
     4   -763.863936     6.3770   0.0000
     5   -763.858248     9.9465   0.0000
     6   -763.858203     9.9751   0.0000
     7   -763.855192     ******   0.0000
     8   -763.853885     ******   0.0000
     9   -763.850011     ******   0.0000
     10  -763.849612     ******   0.0000
     11  -763.849340     ******   0.0000
     12  -763.846698     ******   0.0000
     13  -763.846103     ******   0.0000
     14  -763.845757     ******   0.0000
     15  -763.845683     ******   0.0000
     16  -763.844391     ******   0.0000
     17  -763.842964     ******   0.0000
     18  -763.841279     ******   0.0000
     19  -763.837265     ******   0.0000
     20  -763.837075     ******   0.0000

Ensemble free energy [Eh]:     -763.8741050423
