  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.764636     0.0000   0.2682
     2   -167.764515     0.0759   0.2359
     3   -167.764287     0.2187   0.1854
     4   -167.764229     0.2551   0.1744
     5   -167.762698     1.2158   0.0345
     6   -167.762585     1.2870   0.0305
     7   -167.762516     1.3300   0.0284
     8   -167.762362     1.4265   0.0241
     9   -167.761424     2.0155   0.0089
     10  -167.760881     2.3563   0.0050
     11  -167.759816     3.0241   0.0016
     12  -167.759540     3.1977   0.0012
     13  -167.759358     3.3117   0.0010
     14  -167.758047     4.1346   0.0002
     15  -167.757335     4.5810   0.0001
     16  -167.757280     4.6158   0.0001
     17  -167.757135     4.7064   0.0001
     18  -167.757109     4.7232   0.0001
     19  -167.756972     4.8090   0.0001
     20  -167.756910     4.8480   0.0001

Ensemble free energy [Eh]:     -167.7658783213
