  cluster  E_norm [Eh]  De [kcal]    p
     1   -218.697540     0.0000   0.9870
     2   -218.693433     2.5770   0.0127
     3   -218.689037     5.3358   0.0001
     4   -218.688605     5.6070   0.0001
     5   -218.688247     5.8312   0.0001
     6   -218.687261     6.4502   0.0000
     7   -218.686684     6.8120   0.0000
     8   -218.685474     7.5714   0.0000
     9   -218.685393     7.6223   0.0000
     10  -218.684702     8.0562   0.0000
     11  -218.684289     8.3152   0.0000
     12  -218.684232     8.3511   0.0000
     13  -218.683900     8.5595   0.0000
     14  -218.683750     8.6534   0.0000
     15  -218.682379     9.5134   0.0000
     16  -218.681927     9.7975   0.0000
     17  -218.681807     9.8724   0.0000
     18  -218.681789     9.8837   0.0000
     19  -218.681515     ******   0.0000
     20  -218.681228     ******   0.0000
     21  -218.681188     ******   0.0000
     22  -218.680946     ******   0.0000
     23  -218.680681     ******   0.0000
     24  -218.680408     ******   0.0000
     25  -218.680269     ******   0.0000
     26  -218.680086     ******   0.0000
     27  -218.680036     ******   0.0000
     28  -218.679937     ******   0.0000
     29  -218.679917     ******   0.0000
     30  -218.679844     ******   0.0000
     31  -218.679554     ******   0.0000
     32  -218.679242     ******   0.0000
     33  -218.679225     ******   0.0000
     34  -218.678889     ******   0.0000
     35  -218.678245     ******   0.0000
     36  -218.678116     ******   0.0000
     37  -218.678092     ******   0.0000
     38  -218.677921     ******   0.0000
     39  -218.677598     ******   0.0000
     40  -218.677219     ******   0.0000
     41  -218.677211     ******   0.0000
     42  -218.677004     ******   0.0000
     43  -218.676587     ******   0.0000
     44  -218.676524     ******   0.0000
     45  -218.676442     ******   0.0000
     46  -218.676350     ******   0.0000
     47  -218.676176     ******   0.0000
     48  -218.676115     ******   0.0000
     49  -218.676111     ******   0.0000
     50  -218.676021     ******   0.0000
     51  -218.675766     ******   0.0000
     52  -218.675744     ******   0.0000
     53  -218.675545     ******   0.0000
     54  -218.675482     ******   0.0000
     55  -218.675369     ******   0.0000
     56  -218.675258     ******   0.0000
     57  -218.675188     ******   0.0000
     58  -218.675049     ******   0.0000
     59  -218.674824     ******   0.0000
     60  -218.674818     ******   0.0000
     61  -218.674745     ******   0.0000
     62  -218.674479     ******   0.0000
     63  -218.674420     ******   0.0000
     64  -218.674354     ******   0.0000
     65  -218.674258     ******   0.0000
     66  -218.674252     ******   0.0000
     67  -218.674197     ******   0.0000
     68  -218.674133     ******   0.0000
     69  -218.674044     ******   0.0000
     70  -218.674040     ******   0.0000
     71  -218.674023     ******   0.0000
     72  -218.673708     ******   0.0000
     73  -218.673587     ******   0.0000
     74  -218.673512     ******   0.0000
     75  -218.673362     ******   0.0000
     76  -218.673119     ******   0.0000
     77  -218.673096     ******   0.0000
     78  -218.673048     ******   0.0000
     79  -218.672923     ******   0.0000
     80  -218.672649     ******   0.0000
     81  -218.672584     ******   0.0000
     82  -218.672516     ******   0.0000
     83  -218.672402     ******   0.0000
     84  -218.672388     ******   0.0000
     85  -218.672182     ******   0.0000
     86  -218.671834     ******   0.0000
     87  -218.671649     ******   0.0000
     88  -218.671603     ******   0.0000
     89  -218.671583     ******   0.0000
     90  -218.671538     ******   0.0000
     91  -218.671355     ******   0.0000
     92  -218.671113     ******   0.0000
     93  -218.671026     ******   0.0000
     94  -218.670652     ******   0.0000
     95  -218.670529     ******   0.0000
     96  -218.670505     ******   0.0000
     97  -218.670504     ******   0.0000
     98  -218.670227     ******   0.0000
     99  -218.669934     ******   0.0000
     100  -218.669805     ******   0.0000
     101  -218.669525     ******   0.0000
     102  -218.669471     ******   0.0000
     103  -218.669145     ******   0.0000
     104  -218.668781     ******   0.0000
     105  -218.668534     ******   0.0000
     106  -218.668406     ******   0.0000
     107  -218.668405     ******   0.0000
     108  -218.668382     ******   0.0000
     109  -218.668341     ******   0.0000
     110  -218.668329     ******   0.0000
     111  -218.668004     ******   0.0000
     112  -218.667932     ******   0.0000
     113  -218.667438     ******   0.0000
     114  -218.667420     ******   0.0000
     115  -218.667120     ******   0.0000
     116  -218.667029     ******   0.0000
     117  -218.666968     ******   0.0000
     118  -218.666645     ******   0.0000
     119  -218.666545     ******   0.0000
     120  -218.666286     ******   0.0000
     121  -218.666214     ******   0.0000
     122  -218.666154     ******   0.0000
     123  -218.666103     ******   0.0000
     124  -218.665803     ******   0.0000
     125  -218.665733     ******   0.0000
     126  -218.665554     ******   0.0000
     127  -218.664593     ******   0.0000
     128  -218.664588     ******   0.0000
     129  -218.664228     ******   0.0000
     130  -218.663962     ******   0.0000
     131  -218.663724     ******   0.0000
     132  -218.663718     ******   0.0000
     133  -218.663628     ******   0.0000
     134  -218.663622     ******   0.0000
     135  -218.663616     ******   0.0000
     136  -218.663269     ******   0.0000
     137  -218.663086     ******   0.0000
     138  -218.663072     ******   0.0000
     139  -218.662965     ******   0.0000
     140  -218.662189     ******   0.0000
     141  -218.661984     ******   0.0000
     142  -218.661929     ******   0.0000
     143  -218.661890     ******   0.0000
     144  -218.661678     ******   0.0000
     145  -218.661234     ******   0.0000
     146  -218.660849     ******   0.0000
     147  -218.660804     ******   0.0000
     148  -218.660282     ******   0.0000
     149  -218.659577     ******   0.0000
     150  -218.659082     ******   0.0000
     151  -218.658628     ******   0.0000
     152  -218.658570     ******   0.0000
     153  -218.658171     ******   0.0000
     154  -218.652451     ******   0.0000
