  cluster  E_norm [Eh]  De [kcal]    p
     1   -764.200530     0.0000   0.9963
     2   -764.195148     3.3771   0.0033
     3   -764.192810     4.8446   0.0003
     4   -764.191386     5.7378   0.0001
     5   -764.190291     6.4252   0.0000
     6   -764.186089     9.0617   0.0000
     7   -764.185735     9.2838   0.0000
     8   -764.185074     9.6986   0.0000
     9   -764.184417     ******   0.0000
     10  -764.181980     ******   0.0000
     11  -764.181718     ******   0.0000
     12  -764.181087     ******   0.0000
     13  -764.180081     ******   0.0000
     14  -764.180048     ******   0.0000
     15  -764.179085     ******   0.0000
     16  -764.178643     ******   0.0000
     17  -764.177034     ******   0.0000
     18  -764.174874     ******   0.0000
     19  -764.174769     ******   0.0000
     20  -764.173336     ******   0.0000

Ensemble free energy [Eh]:     -764.2005333808
