  cluster  E_norm [Eh]  De [kcal]    p
     1   -407.343074     0.0000   0.9997
     2   -407.334907     5.1248   0.0002
     3   -407.334609     5.3115   0.0001
     4   -407.329758     8.3553   0.0000
     5   -407.325935     ******   0.0000
     6   -407.322569     ******   0.0000
     7   -407.321745     ******   0.0000
     8   -407.319459     ******   0.0000
     9   -407.319240     ******   0.0000
     10  -407.319101     ******   0.0000
     11  -407.318546     ******   0.0000
     12  -407.316735     ******   0.0000
     13  -407.316716     ******   0.0000
     14  -407.315482     ******   0.0000
     15  -407.314691     ******   0.0000
     16  -407.312875     ******   0.0000
     17  -407.310151     ******   0.0000
     18  -407.306943     ******   0.0000
     19  -407.305344     ******   0.0000
     20  -407.296609     ******   0.0000

Ensemble free energy [Eh]:     -407.3430738099
