   #   Energy       Run. Aver.   Diff / au.
    1 -424.13792549  -0.67590674  -0.67590674
    2 -377.33155625  -0.97656476  -0.30065802
    3 -364.84480209  -0.94506823   0.03149653
    4 -370.22329017  -0.84842411   0.09664411
    5 -374.17199428  -0.77866666   0.06975745
    6 -375.28480341  -0.73693836   0.04172830
    7 -371.35945299  -0.71024297   0.02669540
    8 -375.89730017  -0.69300448   0.01723849
    9 -379.73609819  -0.68132725   0.01167723
   10 -384.84393013  -0.67335558   0.00797167
   11 -385.09063904  -0.66720591   0.00614967
   12 -383.51461549  -0.66202373   0.00518218
   13 -385.30803619  -0.65793307   0.00409066
   14 -383.63562352  -0.65431439   0.00361868
   15 -384.91297443  -0.65134538   0.00296902
   16 -386.06783517  -0.64890311   0.00244226
   17 -387.21585123  -0.64688678   0.00201634
   18 -387.10405843  -0.64510824   0.00177853
   19 -387.18793213  -0.64353648   0.00157177
   20 -386.42949253  -0.64207179   0.00146469
   21 -386.51999074  -0.64075857   0.00131323
   22 -387.15532958  -0.63961763   0.00114093
   23 -387.92367060  -0.63863663   0.00098100
   24 -392.87042664  -0.63807252   0.00056412
   25 -391.94870256  -0.63751145   0.00056107
   26 -390.13075769  -0.63688223   0.00062922
   27 -386.69624861  -0.63609439   0.00078785
   28 -385.39151612  -0.63528289   0.00081149
   29 -386.75538354  -0.63460150   0.00068140
   30 -387.77449339  -0.63402400   0.00057750
   31 -387.48699846  -0.63347233   0.00055167
   32 -386.81529602  -0.63292250   0.00054983
   33 -387.32211758  -0.63243052   0.00049198
   34 -388.65247082  -0.63203153   0.00039898
   35 -388.37359363  -0.63164531   0.00038622
   36 -387.32223949  -0.63123436   0.00041095
   37 -388.82835069  -0.63090982   0.00032454
   38 -389.03295936  -0.63061321   0.00029660
   39 -389.47190722  -0.63035047   0.00026274
   40 -388.93586377  -0.63008036   0.00027011
