   #           Energy [Eh]      SASA
No   1     -356.4095159254     3794.9
No   2     -356.4165421399     3528.7
No   3     -356.4216266190     3749.6
No   4     -356.4182943661     3679.3
No   5     -356.4065400421     3762.3
No   6     -356.4101805906     3496.1
No   7     -356.4232402212     3625.6
No   8     -356.4016496796     3812.0
No   9     -356.4267104059     3606.9
No  10     -356.4201471164     3687.1
No  11     -356.4059229722     3611.4
No  12     -356.4117501009     3781.8
No  13     -356.4269719235     3709.9
No  14     -356.4357180038     3648.6
No  15     -356.4130838272     3760.5
No  16     -356.4205252265     3728.7
No  17     -356.4052498163     3508.0
No  18     -356.4091526649     3656.7
No  19     -356.4203924401     3826.1
No  20     -356.4106542439     3675.5
