  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.428777     0.0000   0.9469
     2   -305.426003     1.7406   0.0502
     3   -305.422984     3.6353   0.0020
     4   -305.421568     4.5235   0.0005
     5   -305.421038     4.8561   0.0003
     6   -305.419879     5.5832   0.0001
     7   -305.418583     6.3967   0.0000
     8   -305.418259     6.5998   0.0000
     9   -305.417938     6.8013   0.0000
     10  -305.417723     6.9361   0.0000
     11  -305.417269     7.2211   0.0000
     12  -305.417095     7.3307   0.0000
     13  -305.416591     7.6469   0.0000
     14  -305.415987     8.0255   0.0000
     15  -305.415842     8.1164   0.0000
     16  -305.415331     8.4371   0.0000
     17  -305.413207     9.7700   0.0000
     18  -305.409958     ******   0.0000
     19  -305.407969     ******   0.0000
     20  -305.405330     ******   0.0000

Ensemble free energy [Eh]:     -305.4288282531
