  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.427065     0.0000   0.4475
     2   -305.426911     0.0967   0.3801
     3   -305.426097     0.6073   0.1606
     4   -305.422927     2.5965   0.0056
     5   -305.421956     3.2060   0.0020
     6   -305.421945     3.2124   0.0020
     7   -305.421408     3.5498   0.0011
     8   -305.421305     3.6143   0.0010
     9   -305.418390     5.4437   0.0000
     10  -305.417910     5.7448   0.0000
     11  -305.417455     6.0300   0.0000
     12  -305.417237     6.1667   0.0000
     13  -305.415543     7.2301   0.0000
     14  -305.414574     7.8381   0.0000
     15  -305.413986     8.2072   0.0000
     16  -305.413491     8.5174   0.0000
     17  -305.412529     9.1212   0.0000
     18  -305.411303     9.8905   0.0000
     19  -305.409366     ******   0.0000
     20  -305.401484     ******   0.0000

Ensemble free energy [Eh]:     -305.4278239197
