  cluster  E_norm [Eh]  De [kcal]    p
     1   -142.083834     0.0000   0.7143
     2   -142.082645     0.7464   0.2027
     3   -142.080429     2.1370   0.0194
     4   -142.080212     2.2728   0.0154
     5   -142.079969     2.4257   0.0119
     6   -142.079506     2.7163   0.0073
     7   -142.079267     2.8662   0.0057
     8   -142.079249     2.8774   0.0056
     9   -142.078950     3.0650   0.0040
     10  -142.078278     3.4869   0.0020
     11  -142.078264     3.4956   0.0020
     12  -142.078238     3.5120   0.0019
     13  -142.078150     3.5672   0.0017
     14  -142.078106     3.5948   0.0017
     15  -142.078015     3.6515   0.0015
     16  -142.077566     3.9334   0.0009
     17  -142.077307     4.0959   0.0007
     18  -142.077229     4.1449   0.0007
     19  -142.076931     4.3320   0.0005
     20  -142.076462     4.6261   0.0003

Ensemble free energy [Eh]:     -142.0841520408
