   #           Energy [Eh]      SASA
No   1     -178.1203805309     2726.0
No   2     -178.1217587212     2902.3
No   3     -178.1253414973     2749.5
No   4     -178.1288379816     2632.5
No   5     -178.1189018880     2630.4
No   6     -178.1047356567     2820.7
No   7     -178.1209622726     2640.1
No   8     -178.1210405439     2760.8
No   9     -178.1205959212     2723.7
No  10     -178.1241456306     2580.9
No  11     -178.1113652107     2635.5
No  12     -178.1161209685     2691.0
No  13     -178.1115158643     2868.5
No  14     -178.1187818670     2575.7
No  15     -178.1250832382     2635.2
No  16     -178.1198615569     2756.4
No  17     -178.1233238335     2388.0
No  18     -178.1172460692     2590.7
No  19     -178.1214983507     2763.7
No  20     -178.1147412868     2779.3
