   #   Energy       Run. Aver.   Diff / au.
    1 -574.55733777  -0.91561530  -0.91561530
    2 -546.43732304  -1.35101691  -0.43540161
    3 -543.05974339  -1.33428537   0.01673154
    4 -543.73193866  -1.21315412   0.12113125
    5 -545.93901010  -1.12029887   0.09285525
    6 -546.85028524  -1.06335006   0.05694880
    7 -546.09718513  -1.02763039   0.03571967
    8 -545.12279466  -1.00330018   0.02433021
    9 -543.38933167  -0.98533524   0.01796494
   10 -542.30065535  -0.97142632   0.01390892
   11 -542.96297383  -0.96051098   0.01091534
   12 -543.33066161  -0.95171316   0.00879782
   13 -542.91622151  -0.94438093   0.00733223
   14 -542.56395501  -0.93816075   0.00622018
   15 -541.28928567  -0.93270864   0.00545211
   16 -540.98250710  -0.92795549   0.00475315
   17 -541.40545181  -0.92384230   0.00411319
   18 -540.36513587  -0.92012958   0.00371272
   19 -539.42252174  -0.91674969   0.00337989
   20 -538.69545006  -0.91366650   0.00308319
   21 -537.93943359  -0.91083371   0.00283280
   22 -538.73123274  -0.90832717   0.00250653
   23 -538.72672004  -0.90605247   0.00227470
   24 -539.87621382  -0.90405332   0.00199916
   25 -542.13875199  -0.90236934   0.00168398
   26 -541.96085675  -0.90081611   0.00155322
   27 -542.44750699  -0.89941151   0.00140460
   28 -542.01564184  -0.89808796   0.00132355
   29 -541.79703033  -0.89684648   0.00124149
   30 -542.62262921  -0.89573435   0.00111213
   31 -542.22619435  -0.89467776   0.00105658
   32 -542.55437181  -0.89370530   0.00097247
   33 -541.94030754  -0.89276466   0.00094064
   34 -542.01688377  -0.89188388   0.00088078
   35 -540.79666404  -0.89099958   0.00088430
   36 -540.53060697  -0.89015254   0.00084704
   37 -541.13745129  -0.88937842   0.00077411
   38 -541.17152998  -0.88864840   0.00073002
   39 -540.94420687  -0.88794765   0.00070074
   40 -542.12000326  -0.88732952   0.00061813
