  cluster  E_norm [Eh]  De [kcal]    p
     1   -356.397878     0.0000   0.9981
     2   -356.390940     4.3540   0.0006
     3   -356.390860     4.4041   0.0006
     4   -356.390425     4.6768   0.0004
     5   -356.389306     5.3794   0.0001
     6   -356.389029     5.5530   0.0001
     7   -356.388560     5.8472   0.0001
     8   -356.387655     6.4151   0.0000
     9   -356.387572     6.4671   0.0000
     10  -356.386865     6.9113   0.0000
     11  -356.386448     7.1728   0.0000
     12  -356.385323     7.8788   0.0000
     13  -356.384480     8.4077   0.0000
     14  -356.383180     9.2234   0.0000
     15  -356.381752     ******   0.0000
     16  -356.381580     ******   0.0000
     17  -356.381025     ******   0.0000
     18  -356.379676     ******   0.0000
     19  -356.377616     ******   0.0000
     20  -356.373802     ******   0.0000

Ensemble free energy [Eh]:     -356.3978802203
