  cluster  E_norm [Eh]  De [kcal]    p
     1   -229.052423     0.0000   0.9598
     2   -229.049127     2.0678   0.0293
     3   -229.047783     2.9112   0.0070
     4   -229.046586     3.6624   0.0020
     5   -229.046161     3.9291   0.0013
     6   -229.045129     4.5768   0.0004
     7   -229.043654     5.5025   0.0001
     8   -229.043268     5.7447   0.0001
     9   -229.042548     6.1964   0.0000
     10  -229.042461     6.2513   0.0000
     11  -229.040260     7.6320   0.0000
     12  -229.039840     7.8960   0.0000
     13  -229.038406     8.7956   0.0000
     14  -229.038171     8.9431   0.0000
     15  -229.038166     8.9459   0.0000
     16  -229.037647     9.2717   0.0000
     17  -229.035825     ******   0.0000
     18  -229.034398     ******   0.0000
     19  -229.028404     ******   0.0000
     20  -229.025382     ******   0.0000

Ensemble free energy [Eh]:     -229.0524613727
