  #       H(T)       SVIB      SROT       STRA      G(T)
       [kcal/mol]    [      cal/mol/K        ]    [kcal/mol]
  --------------------------------------------------------
  1      562.92    309.40     38.30     45.05    445.82
  2      563.07    305.25     38.37     45.05    447.19
  3      562.58    309.09     38.14     45.05    445.63
  4      562.86    309.39     38.18     45.05    445.80
  5      562.69    305.48     38.15     45.05    446.81
  6      562.64    309.87     38.41     45.05    445.37
  7      563.03    306.25     38.17     45.05    446.91
  8      562.93    312.80     38.20     45.05    444.85
  9      562.93    308.71     38.11     45.05    446.10
  10      562.94    307.41     38.21     45.05    446.46
  11      563.14    308.06     38.14     45.05    446.49
  12      562.98    312.70     38.21     45.05    444.92
  13      562.70    312.32     38.23     45.05    444.75
  14      562.90    311.15     38.10     45.05    445.34
  15      562.89    309.88     38.25     45.05    445.66
  16      563.04    312.43     38.06     45.05    445.11
  17      563.35    312.28     38.12     45.05    445.45
  18      563.27    309.55     38.09     45.05    446.19
  19      563.02    315.14     38.31     45.05    444.21
  20      562.67    309.64     38.31     45.05    445.50
