  cluster  E_norm [Eh]  De [kcal]    p
     1   -244.153701     0.0000   0.6201
     2   -244.153212     0.3066   0.3696
     3   -244.148948     2.9822   0.0040
     4   -244.148797     3.0770   0.0034
     5   -244.147717     3.7548   0.0011
     6   -244.147559     3.8542   0.0009
     7   -244.146844     4.3026   0.0004
     8   -244.145885     4.9046   0.0002
     9   -244.145062     5.4211   0.0001
     10  -244.144782     5.5967   0.0000
     11  -244.144771     5.6036   0.0000
     12  -244.144133     6.0039   0.0000
     13  -244.144039     6.0632   0.0000
     14  -244.143657     6.3027   0.0000
     15  -244.143599     6.3391   0.0000
     16  -244.143567     6.3592   0.0000
     17  -244.143291     6.5320   0.0000
     18  -244.143037     6.6919   0.0000
     19  -244.142317     7.1435   0.0000
     20  -244.141934     7.3839   0.0000

Ensemble free energy [Eh]:     -244.1541521402
