   #           Energy [Eh]      SASA
No   1     -152.7127950113     2026.1
No   2     -152.7104093159     2109.5
No   3     -152.7126622314     2013.6
No   4     -152.7122200723     2130.5
No   5     -152.7072620083     2167.8
No   6     -152.7071892825     2220.9
No   7     -152.6994640037     2077.7
No   8     -152.7106753281     2058.2
No   9     -152.6929595360     2090.1
No  10     -152.7048892620     2087.1
No  11     -152.7014982762     2102.4
No  12     -152.7125075208     2295.5
No  13     -152.7054955749     2088.8
No  14     -152.7064544669     2086.3
No  15     -152.7041719371     2155.0
No  16     -152.7014462135     2106.6
No  17     -152.7185469035     2053.1
No  18     -152.7023616033     2024.1
No  19     -152.7062026684     2043.9
No  20     -152.7006836547     2107.6
