  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.320334     0.0000   0.7012
     2   -320.319493     0.5274   0.2879
     3   -320.315803     2.8428   0.0058
     4   -320.315357     3.1230   0.0036
     5   -320.313684     4.1727   0.0006
     6   -320.313555     4.2534   0.0005
     7   -320.312689     4.7970   0.0002
     8   -320.311938     5.2680   0.0001
     9   -320.310407     6.2289   0.0000
     10  -320.310303     6.2942   0.0000
     11  -320.309739     6.6485   0.0000
     12  -320.309577     6.7500   0.0000
     13  -320.308955     7.1399   0.0000
     14  -320.308709     7.2945   0.0000
     15  -320.308328     7.5335   0.0000
     16  -320.307593     7.9949   0.0000
     17  -320.307157     8.2685   0.0000
     18  -320.306124     8.9168   0.0000
     19  -320.305794     9.1234   0.0000
     20  -320.305716     9.1725   0.0000

Ensemble free energy [Eh]:     -320.3206687401
