  cluster  E_norm [Eh]  De [kcal]    p
     1   -203.644025     0.0000   0.9641
     2   -203.640906     1.9575   0.0354
     3   -203.636199     4.9108   0.0002
     4   -203.635672     5.2415   0.0001
     5   -203.635130     5.5817   0.0001
     6   -203.633440     6.6423   0.0000
     7   -203.633272     6.7480   0.0000
     8   -203.630570     8.4434   0.0000
     9   -203.630449     8.5191   0.0000
     10  -203.630428     8.5321   0.0000
     11  -203.629437     9.1545   0.0000
     12  -203.628912     9.4836   0.0000
     13  -203.628402     9.8037   0.0000
     14  -203.627415     ******   0.0000
     15  -203.626559     ******   0.0000
     16  -203.623800     ******   0.0000
     17  -203.622600     ******   0.0000
     18  -203.622214     ******   0.0000
     19  -203.622064     ******   0.0000
     20  -203.616473     ******   0.0000

Ensemble free energy [Eh]:     -203.6440598008
