  cluster  E_norm [Eh]  De [kcal]    p
     1   -458.526673     0.0000   0.9995
     2   -458.519248     4.6593   0.0004
     3   -458.517766     5.5896   0.0001
     4   -458.514328     7.7465   0.0000
     5   -458.514094     7.8935   0.0000
     6   -458.513022     8.5664   0.0000
     7   -458.511737     9.3728   0.0000
     8   -458.511360     9.6093   0.0000
     9   -458.511356     9.6118   0.0000
     10  -458.510897     9.8995   0.0000
     11  -458.510624     ******   0.0000
     12  -458.510282     ******   0.0000
     13  -458.509019     ******   0.0000
     14  -458.507489     ******   0.0000
     15  -458.507410     ******   0.0000
     16  -458.507295     ******   0.0000
     17  -458.506567     ******   0.0000
     18  -458.505008     ******   0.0000
     19  -458.504631     ******   0.0000
     20  -458.504281     ******   0.0000

Ensemble free energy [Eh]:     -458.5266735855
