  cluster  E_norm [Eh]  De [kcal]    p
     1   -422.415842     0.0000   0.9933
     2   -422.410682     3.2376   0.0042
     3   -422.409128     4.2129   0.0008
     4   -422.409089     4.2378   0.0008
     5   -422.408900     4.3563   0.0006
     6   -422.407596     5.1741   0.0002
     7   -422.406914     5.6021   0.0001
     8   -422.406241     6.0245   0.0000
     9   -422.404653     7.0212   0.0000
     10  -422.404611     7.0478   0.0000
     11  -422.404046     7.4019   0.0000
     12  -422.402534     8.3510   0.0000
     13  -422.402328     8.4799   0.0000
     14  -422.402052     8.6531   0.0000
     15  -422.401560     8.9620   0.0000
     16  -422.400579     9.5774   0.0000
     17  -422.399405     ******   0.0000
     18  -422.397791     ******   0.0000
     19  -422.397703     ******   0.0000
     20  -422.397194     ******   0.0000
     21  -422.396364     ******   0.0000
     22  -422.396124     ******   0.0000
     23  -422.395989     ******   0.0000
     24  -422.393844     ******   0.0000
     25  -422.393446     ******   0.0000
     26  -422.392270     ******   0.0000
     27  -422.392230     ******   0.0000
     28  -422.392126     ******   0.0000
     29  -422.392023     ******   0.0000
     30  -422.391803     ******   0.0000
     31  -422.391790     ******   0.0000
     32  -422.391254     ******   0.0000
     33  -422.390886     ******   0.0000
     34  -422.389373     ******   0.0000
     35  -422.388891     ******   0.0000
     36  -422.387809     ******   0.0000
     37  -422.387691     ******   0.0000
     38  -422.387234     ******   0.0000
     39  -422.386783     ******   0.0000
     40  -422.386385     ******   0.0000
     41  -422.386294     ******   0.0000
     42  -422.384501     ******   0.0000
     43  -422.383638     ******   0.0000
     44  -422.381419     ******   0.0000
     45  -422.380790     ******   0.0000
     46  -422.380753     ******   0.0000
     47  -422.379526     ******   0.0000
     48  -422.378590     ******   0.0000
     49  -422.377533     ******   0.0000
     50  -422.375976     ******   0.0000
     51  -422.375125     ******   0.0000
     52  -422.375010     ******   0.0000
     53  -422.363803     ******   0.0000
