   #   Energy       Run. Aver.   Diff / au.
    1 -423.41382726  -0.67475281  -0.67475281
    2 -381.77594772  -0.97895213  -0.30419932
    3 -369.76742108  -0.95045514   0.02849699
    4 -367.60829253  -0.85217236   0.09828277
    5 -370.83032034  -0.78027247   0.07189989
    6 -372.08645714  -0.73706998   0.04320249
    7 -378.59547903  -0.71179252   0.02527746
    8 -380.43445204  -0.69544138   0.01635114
    9 -385.46415839  -0.68460623   0.01083515
   10 -382.70165537  -0.67604947   0.00855675
   11 -379.39853927  -0.66877709   0.00727238
   12 -379.91000353  -0.66289172   0.00588537
   13 -381.38709197  -0.65819956   0.00469216
   14 -382.49538193  -0.65438909   0.00381047
   15 -383.22307996  -0.65122277   0.00316632
   16 -385.54552391  -0.64872381   0.00249895
   17 -383.20039451  -0.64633828   0.00238554
   18 -385.83802868  -0.64445762   0.00188066
   19 -388.49695527  -0.64302451   0.00143311
   20 -386.08967386  -0.64156528   0.00145923
   21 -385.15729431  -0.64017303   0.00139226
   22 -386.82179810  -0.63903095   0.00114207
   23 -387.29803986  -0.63803207   0.00099889
   24 -388.28563742  -0.63718797   0.00084410
   25 -387.94838066  -0.63639608   0.00079188
   26 -388.33014650  -0.63569052   0.00070556
   27 -389.02205634  -0.63508126   0.00060926
   28 -388.72044988  -0.63450179   0.00057947
   29 -388.32001497  -0.63394131   0.00056048
   30 -389.97958878  -0.63350698   0.00043433
   31 -390.19149570  -0.63311564   0.00039134
   32 -390.07602723  -0.63274435   0.00037129
   33 -392.59881855  -0.63251800   0.00022635
   34 -392.36669315  -0.63229834   0.00021966
   35 -391.78010986  -0.63206472   0.00023362
   36 -393.32630639  -0.63191214   0.00015258
   37 -391.68391051  -0.63169925   0.00021288
   38 -393.10668248  -0.63155565   0.00014360
   39 -392.92213851  -0.63141365   0.00014200
   40 -392.54301835  -0.63126368   0.00014996
   41 -393.37108427  -0.63115303   0.00011066
   42 -393.39020005  -0.63104930   0.00010373
   43 -392.49743240  -0.63091747   0.00013183
   44 -392.53299944  -0.63079228   0.00012519
   45 -393.32432043  -0.63070083   0.00009145
   46 -393.71040334  -0.63062746   0.00007337
   47 -392.41051695  -0.63051353   0.00011393
   48 -392.77414339  -0.63041557   0.00009796
   49 -392.10239700  -0.63030009   0.00011548
   50 -392.25569686  -0.63019376   0.00010633
   51 -390.23083651  -0.63002851   0.00016525
   52 -390.82753066  -0.62988677   0.00014174
   53 -391.47404230  -0.62977026   0.00011651
   54 -390.64235870  -0.62963399   0.00013627
   55 -392.50837282  -0.62955638   0.00007761
   56 -392.94484821  -0.62949501   0.00006137
   57 -393.57169115  -0.62945361   0.00004140
   58 -391.37062324  -0.62935350   0.00010011
   59 -392.62377529  -0.62928964   0.00006386
   60 -392.59940887  -0.62922786   0.00006178
   61 -392.41883713  -0.62916343   0.00006443
   62 -392.02144346  -0.62909082   0.00007261
   63 -392.21872654  -0.62902537   0.00006545
   64 -391.95053207  -0.62895540   0.00006997
   65 -392.83028090  -0.62890908   0.00004632
   66 -390.54062647  -0.62880925   0.00009984
   67 -390.85719773  -0.62871912   0.00009013
   68 -390.74194996  -0.62862908   0.00009003
   69 -391.50479362  -0.62855928   0.00006981
   70 -390.79306470  -0.62847555   0.00008373
   71 -389.52276345  -0.62836548   0.00011007
   72 -389.72476428  -0.62826257   0.00010291
   73 -390.14270722  -0.62817169   0.00009087
   74 -389.40418395  -0.62806754   0.00010416
   75 -389.47612237  -0.62796751   0.00010003
   76 -389.46220421  -0.62786988   0.00009763
   77 -389.44909924  -0.62777454   0.00009534
   78 -389.77536220  -0.62768834   0.00008620
   79 -388.53559287  -0.62757944   0.00010891
   80 -387.60613883  -0.62745445   0.00012498
   81 -389.56670670  -0.62737093   0.00008352
   82 -388.89940596  -0.62727698   0.00009395
   83 -390.09240426  -0.62720807   0.00006891
   84 -390.59718895  -0.62715068   0.00005739
   85 -391.59853735  -0.62711355   0.00003713
   86 -391.31883388  -0.62707234   0.00004122
   87 -391.88494373  -0.62704239   0.00002994
   88 -391.67540449  -0.62700946   0.00003293
   89 -390.71400567  -0.62696002   0.00004944
   90 -390.37142520  -0.62690543   0.00005459
   91 -390.42045995  -0.62685284   0.00005259
   92 -390.55708623  -0.62680379   0.00004906
   93 -390.62531114  -0.62675699   0.00004679
   94 -391.54192892  -0.62672676   0.00003023
   95 -391.82229251  -0.62670204   0.00002472
   96 -391.87023111  -0.62667869   0.00002335
   97 -391.68128534  -0.62665272   0.00002596
   98 -391.74631717  -0.62662832   0.00002440
   99 -391.86005454  -0.62660626   0.00002206
  100 -391.83061163  -0.62658420   0.00002207
  101 -391.41930322  -0.62655608   0.00002812
  102 -391.21464929  -0.62652525   0.00003082
  103 -390.77255355  -0.62648816   0.00003709
  104 -392.17017135  -0.62647314   0.00001502
  105 -392.29999098  -0.62646058   0.00001256
  106 -391.82363301  -0.62644113   0.00001946
  107 -391.58737105  -0.62641845   0.00002268
  108 -390.68518269  -0.62638285   0.00003560
  109 -391.17238342  -0.62635491   0.00002794
  110 -387.91156194  -0.62628030   0.00007460
  111 -389.23333942  -0.62622560   0.00005470
  112 -389.19589818  -0.62617152   0.00005408
  113 -389.93421017  -0.62612881   0.00004271
  114 -390.33001180  -0.62609248   0.00003633
  115 -390.53531636  -0.62605969   0.00003279
  116 -389.53730957  -0.62601378   0.00004591
  117 -389.14462697  -0.62596320   0.00005058
  118 -387.34161399  -0.62588908   0.00007412
  119 -386.85707468  -0.62580953   0.00007956
  120 -387.96665772  -0.62574599   0.00006354
  121 -388.29397620  -0.62568794   0.00005805
  122 -388.35846826  -0.62563173   0.00005621
  123 -389.46387047  -0.62559077   0.00004096
  124 -389.52554235  -0.62555139   0.00003938
  125 -389.53342934  -0.62551275   0.00003864
  126 -389.66361792  -0.62547638   0.00003637
  127 -389.58476178  -0.62543961   0.00003677
  128 -389.65288526  -0.62540425   0.00003535
  129 -389.83610624  -0.62537173   0.00003253
  130 -389.62376849  -0.62533712   0.00003461
  131 -389.69859428  -0.62530393   0.00003319
  132 -390.19412690  -0.62527724   0.00002669
  133 -388.71358927  -0.62523326   0.00004398
  134 -388.67450446  -0.62518934   0.00004392
  135 -389.18140298  -0.62515205   0.00003728
