  cluster  E_norm [Eh]  De [kcal]    p
     1   -229.049497     0.0000   0.6621
     2   -229.048771     0.4554   0.3070
     3   -229.046293     2.0108   0.0222
     4   -229.045399     2.5717   0.0086
     5   -229.040236     5.8114   0.0000
     6   -229.039589     6.2171   0.0000
     7   -229.038651     6.8058   0.0000
     8   -229.037223     7.7020   0.0000
     9   -229.036910     7.8988   0.0000
     10  -229.036145     8.3786   0.0000
     11  -229.036092     8.4116   0.0000
     12  -229.034515     9.4013   0.0000
     13  -229.034320     9.5237   0.0000
     14  -229.034186     9.6079   0.0000
     15  -229.034169     9.6183   0.0000
     16  -229.032488     ******   0.0000
     17  -229.032257     ******   0.0000
     18  -229.030299     ******   0.0000
     19  -229.027297     ******   0.0000
     20  -229.026171     ******   0.0000

Ensemble free energy [Eh]:     -229.0498864691
