  cluster  E_norm [Eh]  De [kcal]    p
     1   -906.395689     0.0000   0.4185
     2   -906.395652     0.0230   0.4026
     3   -906.394877     0.5094   0.1771
     4   -906.390455     3.2842   0.0016
     5   -906.388165     4.7210   0.0001
     6   -906.382973     7.9796   0.0000
     7   -906.372005     ******   0.0000
     8   -906.369394     ******   0.0000
     9   -906.368549     ******   0.0000
     10  -906.367618     ******   0.0000
     11  -906.367292     ******   0.0000
     12  -906.363247     ******   0.0000
     13  -906.360015     ******   0.0000
     14  -906.359872     ******   0.0000
     15  -906.358974     ******   0.0000
     16  -906.357116     ******   0.0000
     17  -906.354748     ******   0.0000
     18  -906.354549     ******   0.0000
     19  -906.354264     ******   0.0000
     20  -906.354008     ******   0.0000

Ensemble free energy [Eh]:     -906.3965113421
