   #           Energy [Eh]      SASA
No   1     -152.6968839852     2427.6
No   2     -152.6924455451     2392.5
No   3     -152.6973555823     2384.9
No   4     -152.6966867892     2243.2
No   5     -152.6843426647     2293.5
No   6     -152.6945714130     2384.3
No   7     -152.7022706021     2207.0
No   8     -152.6957180652     2399.7
No   9     -152.6971842849     2416.3
No  10     -152.6875638110     2400.1
No  11     -152.6950323169     2354.1
No  12     -152.6936245525     2307.5
No  13     -152.6965692108     2229.1
No  14     -152.6822588328     2465.2
No  15     -152.6910561355     2384.4
No  16     -152.6959290047     2395.3
No  17     -152.6930885698     2308.1
No  18     -152.6948705156     2362.5
No  19     -152.6914359516     2415.9
No  20     -152.6949120569     2469.8
