  cluster  E_norm [Eh]  De [kcal]    p
     1   -152.702271     0.0000   0.9781
     2   -152.697356     3.0842   0.0054
     3   -152.697184     3.1917   0.0045
     4   -152.696884     3.3802   0.0033
     5   -152.696687     3.5039   0.0026
     6   -152.696569     3.5777   0.0023
     7   -152.695929     3.9794   0.0012
     8   -152.695718     4.1118   0.0009
     9   -152.695032     4.5421   0.0005
     10  -152.694912     4.6176   0.0004
     11  -152.694871     4.6436   0.0004
     12  -152.694571     4.8313   0.0003
     13  -152.693625     5.4255   0.0001
     14  -152.693089     5.7618   0.0001
     15  -152.692446     6.1653   0.0000
     16  -152.691436     6.7988   0.0000
     17  -152.691056     7.0372   0.0000
     18  -152.687564     9.2287   0.0000
     19  -152.684343     ******   0.0000
     20  -152.682259     ******   0.0000

Ensemble free energy [Eh]:     -152.7022915495
