  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.321324     0.0000   0.9017
     2   -320.319070     1.4139   0.0829
     3   -320.317425     2.4465   0.0145
     4   -320.314603     4.2172   0.0007
     5   -320.313321     5.0217   0.0002
     6   -320.310396     6.8574   0.0000
     7   -320.309658     7.3204   0.0000
     8   -320.308244     8.2074   0.0000
     9   -320.308149     8.2674   0.0000
     10  -320.308013     8.3523   0.0000
     11  -320.307605     8.6086   0.0000
     12  -320.307411     8.7302   0.0000
     13  -320.306246     9.4614   0.0000
     14  -320.306231     9.4710   0.0000
     15  -320.305845     9.7131   0.0000
     16  -320.305680     9.8162   0.0000
     17  -320.305433     9.9711   0.0000
     18  -320.305339     ******   0.0000
     19  -320.304723     ******   0.0000
     20  -320.304587     ******   0.0000
     21  -320.304512     ******   0.0000
     22  -320.304334     ******   0.0000
     23  -320.304332     ******   0.0000
     24  -320.304269     ******   0.0000
     25  -320.303881     ******   0.0000
     26  -320.303844     ******   0.0000
     27  -320.303766     ******   0.0000
     28  -320.303558     ******   0.0000
     29  -320.303462     ******   0.0000
     30  -320.302836     ******   0.0000
     31  -320.302748     ******   0.0000
     32  -320.302454     ******   0.0000
     33  -320.301936     ******   0.0000
     34  -320.300816     ******   0.0000
     35  -320.300540     ******   0.0000
     36  -320.300451     ******   0.0000
     37  -320.300033     ******   0.0000
     38  -320.300017     ******   0.0000
     39  -320.299969     ******   0.0000
     40  -320.299852     ******   0.0000
     41  -320.299043     ******   0.0000
     42  -320.298948     ******   0.0000
     43  -320.298925     ******   0.0000
     44  -320.298561     ******   0.0000
     45  -320.298535     ******   0.0000
     46  -320.298155     ******   0.0000
     47  -320.298151     ******   0.0000
     48  -320.298087     ******   0.0000
     49  -320.298031     ******   0.0000
     50  -320.297747     ******   0.0000
     51  -320.297420     ******   0.0000
     52  -320.297198     ******   0.0000
     53  -320.296934     ******   0.0000
     54  -320.296897     ******   0.0000
     55  -320.296690     ******   0.0000
     56  -320.296574     ******   0.0000
     57  -320.296483     ******   0.0000
     58  -320.296377     ******   0.0000
     59  -320.296373     ******   0.0000
     60  -320.296189     ******   0.0000
     61  -320.296024     ******   0.0000
     62  -320.295608     ******   0.0000
     63  -320.295320     ******   0.0000
     64  -320.295190     ******   0.0000
     65  -320.294964     ******   0.0000
     66  -320.294826     ******   0.0000
     67  -320.294765     ******   0.0000
     68  -320.294669     ******   0.0000
     69  -320.294553     ******   0.0000
     70  -320.294525     ******   0.0000
     71  -320.294425     ******   0.0000
     72  -320.294335     ******   0.0000
     73  -320.293671     ******   0.0000
     74  -320.293472     ******   0.0000
     75  -320.293409     ******   0.0000
     76  -320.293106     ******   0.0000
     77  -320.292988     ******   0.0000
     78  -320.292582     ******   0.0000
     79  -320.292574     ******   0.0000
     80  -320.292544     ******   0.0000
     81  -320.292535     ******   0.0000
     82  -320.292481     ******   0.0000
     83  -320.292143     ******   0.0000
     84  -320.291412     ******   0.0000
     85  -320.290296     ******   0.0000
     86  -320.290201     ******   0.0000
     87  -320.290193     ******   0.0000
     88  -320.289742     ******   0.0000
     89  -320.289535     ******   0.0000
     90  -320.289012     ******   0.0000
     91  -320.288767     ******   0.0000
     92  -320.288459     ******   0.0000
     93  -320.286659     ******   0.0000
     94  -320.285904     ******   0.0000
     95  -320.285372     ******   0.0000
     96  -320.285063     ******   0.0000
     97  -320.284903     ******   0.0000
     98  -320.284889     ******   0.0000
     99  -320.284536     ******   0.0000
     100  -320.283363     ******   0.0000
     101  -320.282930     ******   0.0000
     102  -320.277137     ******   0.0000
     103  -320.271840     ******   0.0000
