  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.550847     0.0000   0.9222
     2   -320.548512     1.4649   0.0778
     3   -320.539365     7.2046   0.0000
     4   -320.537729     8.2314   0.0000
     5   -320.536805     8.8110   0.0000
     6   -320.536334     9.1065   0.0000
     7   -320.535445     9.6646   0.0000
     8   -320.533709     ******   0.0000
     9   -320.533091     ******   0.0000
     10  -320.532240     ******   0.0000
     11  -320.531221     ******   0.0000
     12  -320.530302     ******   0.0000
     13  -320.529758     ******   0.0000
     14  -320.529626     ******   0.0000
     15  -320.529617     ******   0.0000
     16  -320.529414     ******   0.0000
     17  -320.529391     ******   0.0000
     18  -320.529097     ******   0.0000
     19  -320.528503     ******   0.0000
     20  -320.528435     ******   0.0000

Ensemble free energy [Eh]:     -320.5509231015
