   #           Energy [Eh]      SASA
No   1     -229.0539899155     3126.4
No   2     -229.0498918418     3257.3
No   3     -229.0339805029     3124.2
No   4     -229.0438762386     3243.6
No   5     -229.0316268266     3298.7
No   6     -229.0389133220     3149.0
No   7     -229.0396403905     3175.9
No   8     -229.0423834379     3065.7
No   9     -229.0362692709     3240.3
No  10     -229.0247442974     3291.5
No  11     -229.0442982149     3115.0
No  12     -229.0259377712     3241.5
No  13     -229.0315299686     3108.7
No  14     -229.0378820754     3216.7
No  15     -229.0391675669     3109.0
No  16     -229.0269072832     2987.7
No  17     -229.0401116583     2965.3
No  18     -229.0297152385     3105.8
No  19     -229.0382403553     2946.5
No  20     -229.0357085958     3209.1
