  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.234868     0.0000   0.9988
     2   -127.227828     4.4178   0.0006
     3   -127.227442     4.6597   0.0004
     4   -127.226922     4.9861   0.0002

Ensemble free energy [Eh]:     -127.2348690536
