  cluster  E_norm [Eh]  De [kcal]    p
     1   -218.466705     0.0000   0.5381
     2   -218.466375     0.2071   0.3794
     3   -218.463919     1.7481   0.0281
     4   -218.463870     1.7792   0.0267
     5   -218.463572     1.9655   0.0195
     6   -218.461144     3.4896   0.0015
     7   -218.461137     3.4936   0.0015
     8   -218.460917     3.6317   0.0012
     9   -218.460472     3.9110   0.0007
     10  -218.460345     3.9907   0.0006
     11  -218.460065     4.1664   0.0005
     12  -218.460008     4.2023   0.0004
     13  -218.459899     4.2707   0.0004
     14  -218.459899     4.2709   0.0004
     15  -218.459676     4.4106   0.0003
     16  -218.459220     4.6965   0.0002
     17  -218.459080     4.7844   0.0002
     18  -218.458647     5.0565   0.0001
     19  -218.458452     5.1786   0.0001
     20  -218.458352     5.2414   0.0001

Ensemble free energy [Eh]:     -218.4672899194
