   #   Energy       Run. Aver.   Diff / au.
    1 -423.19655759  -0.67440657  -0.67440657
    2 -379.28919989  -0.97662445  -0.30221787
    3 -368.72081005  -0.94768691   0.02893754
    4 -367.89240276  -0.85009924   0.09758766
    5 -371.01973647  -0.77881337   0.07128588
    6 -372.73756369  -0.73612934   0.04268403
    7 -370.94847517  -0.70931942   0.02680992
    8 -377.58541130  -0.69251833   0.01680109
    9 -381.28546504  -0.68121806   0.01130027
   10 -382.97378682  -0.67299698   0.00822108
   11 -380.33865033  -0.66616880   0.00682817
   12 -380.82294901  -0.66065905   0.00550975
   13 -381.93322722  -0.65623447   0.00442458
   14 -387.70184112  -0.65317612   0.00305835
   15 -387.71826176  -0.65061838   0.00255774
   16 -386.48340580  -0.64828865   0.00232973
   17 -386.51442824  -0.64624932   0.00203932
   18 -386.53408074  -0.64445447   0.00179486
   19 -385.92733577  -0.64281052   0.00164395
   20 -389.53634169  -0.64162607   0.00118444
   21 -392.06618655  -0.64076830   0.00085778
   22 -394.58701042  -0.64018594   0.00058235
   23 -393.86335757  -0.63961607   0.00056988
   24 -393.86638925  -0.63909440   0.00052167
   25 -395.33358439  -0.63870992   0.00038448
   26 -394.73698125  -0.63832373   0.00038619
   27 -394.41113688  -0.63794685   0.00037688
   28 -393.70466367  -0.63755701   0.00038984
   29 -393.36543778  -0.63717497   0.00038204
   30 -394.23004607  -0.63686458   0.00031038
   31 -394.68918302  -0.63660014   0.00026444
   32 -395.72024267  -0.63640501   0.00019513
   33 -395.80614425  -0.63622795   0.00017706
   34 -396.89306282  -0.63611278   0.00011517
   35 -397.86369266  -0.63605015   0.00006262
   36 -397.87269432  -0.63599287   0.00005729
   37 -397.16243016  -0.63590823   0.00008464
   38 -398.27129764  -0.63587383   0.00003440
   39 -399.56056674  -0.63589516  -0.00002133
   40 -398.42554684  -0.63587160   0.00002356
   41 -396.31129562  -0.63576592   0.00010568
   42 -397.99805901  -0.63572731   0.00003860
   43 -396.95009696  -0.63565323   0.00007409
   44 -396.56404896  -0.63556772   0.00008551
   45 -396.92059559  -0.63549838   0.00006933
   46 -397.19178678  -0.63544181   0.00005657
   47 -394.98276969  -0.63531302   0.00012879
   48 -394.45332424  -0.63517051   0.00014251
   49 -394.74258316  -0.63504294   0.00012757
   50 -394.20589126  -0.63490367   0.00013927
   51 -394.32116591  -0.63477323   0.00013044
   52 -393.98860171  -0.63463779   0.00013544
   53 -395.81007354  -0.63456214   0.00007566
   54 -393.88120026  -0.63443347   0.00012867
   55 -394.02689768  -0.63431273   0.00012073
   56 -393.45751538  -0.63418025   0.00013248
   57 -393.20644609  -0.63404519   0.00013506
   58 -392.73589061  -0.63390181   0.00014338
   59 -393.40065465  -0.63378111   0.00012070
   60 -393.01084102  -0.63365446   0.00012665
   61 -392.80018895  -0.63352635   0.00012810
   62 -393.12763574  -0.63341078   0.00011558
   63 -396.12497856  -0.63337489   0.00003589
   64 -397.61866933  -0.63337856  -0.00000367
   65 -397.76787645  -0.63338638  -0.00000782
   66 -398.02864334  -0.63340032  -0.00001395
   67 -397.91113047  -0.63341115  -0.00001083
   68 -397.75300683  -0.63341791  -0.00000676
   69 -397.54413742  -0.63341958  -0.00000168
   70 -397.07168253  -0.63341038   0.00000920
   71 -396.83654259  -0.63339601   0.00001437
   72 -394.44643760  -0.63332907   0.00006694
   73 -394.26308874  -0.63325923   0.00006983
   74 -394.19525798  -0.63318979   0.00006945
   75 -396.26028109  -0.63316608   0.00002371
   76 -396.22320971  -0.63314281   0.00002326
   77 -396.54945456  -0.63312691   0.00001590
   78 -396.85097940  -0.63311767   0.00000924
   79 -397.47860908  -0.63312141  -0.00000374
   80 -397.41503471  -0.63312396  -0.00000254
   81 -397.14839120  -0.63312118   0.00000278
   82 -397.94503011  -0.63313388  -0.00001270
   83 -398.01292990  -0.63314777  -0.00001389
   84 -398.65285359  -0.63317348  -0.00002571
   85 -398.30109636  -0.63319213  -0.00001865
   86 -397.66020297  -0.63319839  -0.00000626
   87 -397.80188457  -0.63320696  -0.00000857
   88 -397.22864827  -0.63320498   0.00000198
   89 -393.93978682  -0.63314404   0.00006094
   90 -393.97711750  -0.63308445   0.00005958
   91 -394.03184924  -0.63302715   0.00005730
   92 -393.86894715  -0.63296830   0.00005885
   93 -393.80092514  -0.63290953   0.00005877
   94 -393.40668548  -0.63284533   0.00006420
   95 -391.54485810  -0.63275119   0.00009414
   96 -391.39096638  -0.63265615   0.00009504
   97 -391.71074382  -0.63256831   0.00008784
   98 -392.20132268  -0.63249031   0.00007800
   99 -391.93702095  -0.63240974   0.00008058
  100 -391.44321722  -0.63232288   0.00008686
  101 -391.85859346  -0.63224423   0.00007865
  102 -391.73274978  -0.63216524   0.00007899
  103 -391.50262896  -0.63208422   0.00008102
  104 -391.38122753  -0.63200287   0.00008134
  105 -391.95320001  -0.63193176   0.00007112
  106 -392.48868353  -0.63187013   0.00006163
  107 -392.57055415  -0.63181097   0.00005917
  108 -392.28505076  -0.63174871   0.00006226
  109 -391.99976977  -0.63168339   0.00006532
  110 -391.55299555  -0.63161276   0.00007063
  111 -391.80228423  -0.63154693   0.00006583
  112 -392.13117168  -0.63148700   0.00005993
  113 -391.90251198  -0.63142496   0.00006204
  114 -391.63077416  -0.63136019   0.00006477
  115 -391.97400639  -0.63130128   0.00005891
  116 -391.55747016  -0.63123771   0.00006357
  117 -391.73804506  -0.63117765   0.00006006
  118 -391.94267206  -0.63112141   0.00005625
  119 -392.13060288  -0.63106865   0.00005275
  120 -392.60511023  -0.63102311   0.00004555
  121 -392.33550788  -0.63097482   0.00004828
  122 -392.67111949  -0.63093169   0.00004313
  123 -392.57383486  -0.63088804   0.00004365
  124 -392.67789541  -0.63084643   0.00004161
  125 -392.26980452  -0.63080030   0.00004613
