  cluster  E_norm [Eh]  De [kcal]    p
     1   -524.294795     0.0000   0.9910
     2   -524.290307     2.8164   0.0085
     3   -524.287476     4.5929   0.0004
     4   -524.285378     5.9096   0.0000
     5   -524.284115     6.7018   0.0000
     6   -524.283416     7.1403   0.0000
     7   -524.282514     7.7064   0.0000
     8   -524.281899     8.0923   0.0000
     9   -524.281560     8.3050   0.0000
     10  -524.281509     8.3368   0.0000
     11  -524.281134     8.5723   0.0000
     12  -524.280771     8.8000   0.0000
     13  -524.278208     ******   0.0000
     14  -524.278147     ******   0.0000
     15  -524.277994     ******   0.0000
     16  -524.277924     ******   0.0000
     17  -524.277647     ******   0.0000
     18  -524.277036     ******   0.0000
     19  -524.276453     ******   0.0000
     20  -524.276030     ******   0.0000

Ensemble free energy [Eh]:     -524.2948036444
