  cluster  E_norm [Eh]  De [kcal]    p
     1   -142.086047     0.0000   0.8652
     2   -142.082766     2.0588   0.0268
     3   -142.082685     2.1100   0.0246
     4   -142.082311     2.3445   0.0165
     5   -142.082285     2.3609   0.0161
     6   -142.082119     2.4652   0.0135
     7   -142.081985     2.5493   0.0117
     8   -142.081522     2.8399   0.0072
     9   -142.080808     3.2876   0.0034
     10  -142.080636     3.3957   0.0028
     11  -142.080504     3.4786   0.0024
     12  -142.080306     3.6024   0.0020
     13  -142.080229     3.6509   0.0018
     14  -142.080094     3.7354   0.0016
     15  -142.079416     4.1613   0.0008
     16  -142.079239     4.2722   0.0006
     17  -142.079127     4.3426   0.0006
     18  -142.078753     4.5772   0.0004
     19  -142.078521     4.7229   0.0003
     20  -142.078428     4.7813   0.0003
     21  -142.078168     4.9444   0.0002
     22  -142.078121     4.9740   0.0002
     23  -142.077851     5.1430   0.0001
     24  -142.077715     5.2283   0.0001
     25  -142.077308     5.4838   0.0001
     26  -142.077249     5.5210   0.0001
     27  -142.077124     5.5995   0.0001
     28  -142.077086     5.6234   0.0001
     29  -142.077008     5.6724   0.0001
     30  -142.076961     5.7019   0.0001
     31  -142.076954     5.7062   0.0001
     32  -142.076716     5.8557   0.0000
     33  -142.076672     5.8830   0.0000
     34  -142.076664     5.8880   0.0000
     35  -142.076396     6.0561   0.0000
     36  -142.075951     6.3352   0.0000
     37  -142.075801     6.4294   0.0000
     38  -142.075552     6.5861   0.0000
     39  -142.075500     6.6184   0.0000
     40  -142.075498     6.6200   0.0000
     41  -142.075371     6.6997   0.0000
     42  -142.075344     6.7164   0.0000
     43  -142.075316     6.7343   0.0000
     44  -142.075271     6.7619   0.0000
     45  -142.075190     6.8133   0.0000
     46  -142.075123     6.8553   0.0000
     47  -142.075024     6.9174   0.0000
     48  -142.074935     6.9730   0.0000
     49  -142.074863     7.0184   0.0000
     50  -142.074791     7.0636   0.0000
     51  -142.074741     7.0949   0.0000
     52  -142.074580     7.1960   0.0000
     53  -142.074456     7.2734   0.0000
     54  -142.074346     7.3429   0.0000
     55  -142.074072     7.5144   0.0000
     56  -142.073980     7.5726   0.0000
     57  -142.073945     7.5944   0.0000
     58  -142.073909     7.6170   0.0000
     59  -142.073879     7.6356   0.0000
     60  -142.073848     7.6551   0.0000
     61  -142.073761     7.7099   0.0000
     62  -142.073478     7.8874   0.0000
     63  -142.073394     7.9404   0.0000
     64  -142.073288     8.0064   0.0000
     65  -142.073206     8.0581   0.0000
     66  -142.072827     8.2961   0.0000
     67  -142.072710     8.3691   0.0000
     68  -142.072708     8.3704   0.0000
     69  -142.072510     8.4948   0.0000
     70  -142.072451     8.5315   0.0000
     71  -142.072215     8.6799   0.0000
     72  -142.072201     8.6886   0.0000
     73  -142.071953     8.8441   0.0000
     74  -142.071866     8.8990   0.0000
     75  -142.071790     8.9468   0.0000
     76  -142.071677     9.0173   0.0000
     77  -142.071611     9.0591   0.0000
     78  -142.071346     9.2254   0.0000
     79  -142.071268     9.2739   0.0000
     80  -142.071107     9.3753   0.0000
     81  -142.070679     9.6435   0.0000
     82  -142.070565     9.7154   0.0000
     83  -142.070292     9.8864   0.0000
     84  -142.070251     9.9124   0.0000
     85  -142.070239     9.9196   0.0000
     86  -142.070198     9.9453   0.0000
     87  -142.070158     9.9704   0.0000
     88  -142.069404     ******   0.0000
     89  -142.069199     ******   0.0000
     90  -142.068777     ******   0.0000
     91  -142.068619     ******   0.0000
     92  -142.068553     ******   0.0000
     93  -142.067996     ******   0.0000
     94  -142.067884     ******   0.0000
     95  -142.067863     ******   0.0000
     96  -142.067598     ******   0.0000
     97  -142.066316     ******   0.0000
     98  -142.064807     ******   0.0000
     99  -142.063598     ******   0.0000
     100  -142.062871     ******   0.0000
     101  -142.061713     ******   0.0000
     102  -142.060390     ******   0.0000
